# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
38.429,3281.343,-25.309,0.033,25.309,0.059,113.409,0.081,113.409,0.041,1.959,0.05,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.077,4.919e6,0,255.008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.071,-6.411,675.54,327.414,0.5,0.601
38.929,3268.693,-25.292,0.034,25.293,0.143,112.412,0.081,112.412,0.041,2.028,0.139,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.077,4.921e6,0,255.062,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.325,-6.329,676.64,327.464,0.5,0.601
39.429,3256.051,-25.275,0.033,25.276,0.066,111.39,0.081,111.39,0.041,2.057,0.058,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.077,4.923e6,0,255.014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.185,-6.247,677.739,327.514,0.5,0.601
39.929,3243.417,-25.259,0.033,25.259,0.081,110.371,0.08,110.371,0.042,2.02,0.074,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.077,4.925e6,0,255.022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.876,-6.164,678.837,327.563,0.5,0.601
40.429,3230.792,-25.243,0.033,25.243,0.054,109.355,0.08,109.356,0.042,2.042,0.043,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.077,4.927e6,0,255.016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.139,-6.082,679.935,327.613,0.5,0.602
40.929,3218.175,-25.226,0.034,25.227,0.13,108.319,0.08,108.319,0.042,2.105,0.126,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.077,4.929e6,0,255.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.374,-6,681.032,327.663,0.5,0.602
41.429,3205.566,-25.21,0.032,25.21,0.045,107.263,0.08,107.263,0.043,2.121,0.032,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.077,4.931e6,0,255.009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.195,-5.918,682.128,327.713,0.5,0.602
41.929,3192.965,-25.193,0.033,25.194,0.102,106.19,0.08,106.19,0.043,2.169,0.096,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.077,4.933e6,0,255.035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.377,-5.836,683.224,327.762,0.5,0.602
42.429,3180.373,-25.176,0.033,25.178,0.152,105.087,0.08,105.087,0.043,2.243,0.149,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.077,4.935e6,0,255.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.558,-5.754,684.319,327.812,0.5,0.602
42.929,3167.789,-25.16,0.032,25.16,0.035,103.967,0.079,103.968,0.044,2.236,0.015,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.077,4.937e6,0,254.996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.213,-5.672,685.413,327.861,0.5,0.602
43.429,3155.213,-25.144,0.033,25.145,0.129,102.865,0.079,102.865,0.044,2.173,0.125,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.077,4.939e6,0,255.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.924,-5.591,686.506,327.911,0.5,0.602
43.929,3142.645,-25.128,0.032,25.128,0.042,101.782,0.079,101.782,0.045,2.159,0.028,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.077,4.941e6,0,254.997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.11,-5.509,687.599,327.961,0.5,0.602
44.429,3130.085,-25.112,0.032,25.112,0.049,100.698,0.079,100.698,0.045,2.178,0.037,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.077,4.943e6,0,255.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.263,-5.427,688.691,328.01,0.5,0.602
44.929,3117.533,-25.096,0.032,25.096,0.064,99.616,0.079,99.616,0.045,2.15,0.056,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.077,4.945e6,0,255.007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.044,-5.346,689.782,328.059,0.5,0.603
45.429,3104.989,-25.08,0.032,25.08,0.049,98.545,0.078,98.546,0.046,2.131,0.037,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.076,4.947e6,0,255.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.063,-5.264,690.873,328.109,0.5,0.603
45.929,3092.453,-25.064,0.032,25.065,0.092,97.491,0.078,97.491,0.046,2.088,0.086,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.076,4.949e6,0,255.018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.919,-5.182,691.963,328.158,0.5,0.603
46.429,3079.925,-25.048,0.032,25.048,0.063,96.453,0.078,96.453,0.046,2.061,0.054,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.076,4.951e6,0,255.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.959,-5.101,693.052,328.208,0.5,0.603
46.929,3067.405,-25.032,0.032,25.033,0.082,95.432,0.078,95.432,0.047,2.023,0.076,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.076,4.953e6,0,255.009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.876,-5.02,694.141,328.257,0.5,0.603
47.429,3054.893,-25.016,0.032,25.017,0.091,94.431,0.078,94.431,0.047,1.981,0.085,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.076,4.955e6,0,255.011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.814,-4.938,695.229,328.306,0.5,0.603
47.929,3042.388,-25.001,0.031,25.001,0.033,93.442,0.078,93.442,0.048,1.975,0.011,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.076,4.957e6,0,254.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.962,-4.857,696.316,328.356,0.5,0.603
48.429,3029.892,-24.985,0.031,24.985,0.046,92.45,0.077,92.45,0.048,1.992,0.034,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.076,4.959e6,0,254.995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.07,-4.776,697.402,328.405,0.5,0.603
48.929,3017.404,-24.969,0.031,24.969,0.056,91.448,0.077,91.448,0.048,2.016,0.047,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.076,4.961e6,0,254.997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.119,-4.694,698.488,328.454,0.5,0.603
49.429,3004.923,-24.953,0.032,24.954,0.086,90.43,0.077,90.43,0.049,2.056,0.081,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.076,4.962e6,0,255.008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.229,-4.613,699.573,328.503,0.5,0.604
49.929,2992.45,-24.938,0.031,24.938,0.049,89.397,0.077,89.398,0.049,2.075,0.037,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.076,4.964e6,0,254.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.159,-4.532,700.658,328.553,0.5,0.604
50.429,2979.985,-24.922,0.031,24.922,0.055,88.366,0.077,88.366,0.05,2.052,0.045,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.076,4.966e6,0,255.002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.969,-4.451,701.776,328.602,0.5,0.604
50.929,2967.528,-24.906,0.032,24.906,0.056,87.345,0.076,87.345,0.05,2.029,0.046,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.076,4.969e6,0,255.018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.943,-4.37,702.916,328.651,0.5,0.604
51.429,2955.079,-24.89,0.033,24.891,0.107,86.343,0.076,86.343,0.051,1.978,0.102,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.076,4.971e6,0,255.047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.779,-4.289,704.056,328.7,0.5,0.604
51.929,2942.638,-24.874,0.032,24.874,0.073,85.363,0.076,85.363,0.051,1.945,0.066,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.076,4.973e6,0,255.032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.819,-4.208,705.195,328.749,0.5,0.604
52.429,2930.205,-24.858,0.032,24.858,0.033,84.391,0.076,84.391,0.052,1.942,0.007,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.076,4.975e6,0,255.024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.936,-4.127,706.333,328.798,0.5,0.604
52.929,2917.781,-24.841,0.032,24.841,0.061,83.426,0.076,83.426,0.052,1.916,0.052,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.076,4.977e6,0,255.033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.818,-4.046,707.47,328.847,0.5,0.604
53.429,2905.364,-24.825,0.033,24.826,0.159,82.488,0.076,82.488,0.052,1.838,0.156,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.076,4.979e6,0,255.088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.53,-3.966,708.607,328.896,0.5,0.604
53.929,2892.956,-24.809,0.032,24.809,0.046,81.565,0.075,81.565,0.053,1.855,0.034,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.075,4.981e6,0,255.019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.931,-3.885,709.743,328.945,0.5,0.605
54.429,2880.555,-24.793,0.032,24.793,0.036,80.635,0.075,80.635,0.053,1.864,0.018,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.075,4.983e6,0,255.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.908,-3.804,710.878,328.994,0.5,0.605
54.929,2868.163,-24.776,0.033,24.778,0.12,79.689,0.075,79.689,0.054,1.921,0.116,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.075,4.986e6,0,255.059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.164,-3.724,712.012,329.042,0.5,0.605
55.429,2855.779,-24.76,0.032,24.761,0.048,78.724,0.075,78.724,0.054,1.94,0.036,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.075,4.987e6,0,255.019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.021,-3.643,713.146,329.091,0.5,0.605
55.929,2843.403,-24.744,0.032,24.745,0.09,77.743,0.075,77.743,0.055,1.981,0.084,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.075,4.99e6,0,255.037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.159,-3.563,714.279,329.14,0.5,0.605
56.429,2831.035,-24.728,0.032,24.729,0.098,76.741,0.075,76.741,0.056,2.027,0.092,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.075,4.992e6,0,255.038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.222,-3.482,715.411,329.189,0.5,0.605
56.929,2818.674,-24.713,0.031,24.713,0.036,75.725,0.074,75.725,0.056,2.037,0.018,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.075,4.993e6,0,255.012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.082,-3.402,716.542,329.237,0.5,0.605
57.429,2806.322,-24.697,0.031,24.697,0.044,74.711,0.074,74.711,0.057,2.022,0.03,28.61,-80.599,9.784,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.075,4.996e6,0,255.015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.969,-3.321,717.673,329.286,0.5,0.605
57.929,2793.977,-24.681,0.032,24.682,0.073,73.691,0.074,73.691,0.058,2.055,0.066,28.61,-80.599,9.784,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.075,4.998e6,0,255.026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.196,-3.241,718.803,329.335,0.5,0.605
58.429,2781.641,-24.665,0.031,24.665,0.033,72.665,0.074,72.665,0.058,2.05,0.01,28.61,-80.599,9.784,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.075,5e6,0,255.011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.038,-3.161,719.932,329.383,0.5,0.606
58.929,2769.312,-24.65,0.032,24.65,0.091,71.651,0.074,71.651,0.059,2.007,0.085,28.61,-80.599,9.784,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.075,5.002e6,0,255.029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.844,-3.081,721.061,329.432,0.5,0.606
59.429,2756.991,-24.634,0.032,24.635,0.101,70.659,0.073,70.659,0.06,1.959,0.096,28.61,-80.599,9.784,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.075,5.004e6,0,255.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.775,-3.001,722.189,329.481,0.5,0.606
59.929,2744.678,-24.619,0.031,24.619,0.031,69.68,0.073,69.68,0.06,1.96,6.802e-4,28.61,-80.599,9.784,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.075,5.006e6,0,255.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.969,-2.92,723.316,329.529,0.5,0.606
60.429,2732.372,-24.603,0.031,24.603,0.072,68.692,0.073,68.692,0.061,1.992,0.065,28.61,-80.599,9.784,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.075,5.008e6,0,255.017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.13,-2.84,724.442,329.578,0.5,0.606
60.929,2720.075,-24.587,0.031,24.588,0.065,67.689,0.073,67.689,0.062,2.02,0.057,28.61,-80.599,9.784,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.075,5.01e6,0,255.012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.142,-2.76,725.568,329.626,0.5,0.606
61.429,2707.785,-24.572,0.031,24.572,0.05,66.674,0.073,66.674,0.063,2.04,0.04,28.61,-80.599,9.784,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.075,5.012e6,0,255.006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.127,-2.68,726.693,329.675,0.5,0.606
61.929,2695.503,-24.557,0.031,24.557,0.071,65.662,0.073,65.662,0.063,2.008,0.064,28.61,-80.599,9.784,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.075,5.013e6,0,255.011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.887,-2.601,727.817,329.723,0.5,0.606
62.429,2683.228,-24.541,0.031,24.542,0.063,64.664,0.072,64.664,0.064,1.981,0.055,28.61,-80.599,9.784,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.074,5.015e6,0,255.006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.879,-2.521,728.941,329.771,0.5,0.606
62.929,2670.961,-24.526,0.03,24.526,0.039,63.677,0.072,63.677,0.065,1.969,0.024,28.61,-80.599,9.784,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.074,5.017e6,0,254.999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.928,-2.441,730.064,329.82,0.5,0.607
63.429,2658.702,-24.511,0.031,24.511,0.073,62.701,0.072,62.701,0.066,1.935,0.067,28.61,-80.599,9.784,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.074,5.019e6,0,255.008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.809,-2.361,731.186,329.868,0.5,0.607
63.929,2646.451,-24.496,0.03,24.496,0.052,61.728,0.072,61.728,0.067,1.956,0.042,28.61,-80.599,9.784,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.074,5.021e6,0,255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.048,-2.282,732.307,329.916,0.5,0.607
64.429,2634.207,-24.481,0.03,24.481,0.03,60.75,0.072,60.75,0.068,1.957,0.002,28.61,-80.599,9.784,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.074,5.023e6,0,254.994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.97,-2.202,733.428,329.965,0.5,0.607
64.929,2621.97,-24.465,0.031,24.467,0.138,59.755,0.072,59.755,0.069,2.025,0.135,28.61,-80.599,9.784,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.074,5.025e6,0,255.044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.301,-2.122,734.548,330.013,0.5,0.607
65.429,2609.742,-24.45,0.03,24.45,0.066,58.735,0.071,58.735,0.07,2.054,0.059,28.61,-80.599,9.784,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.074,5.027e6,0,254.994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.179,-2.043,735.667,330.061,0.5,0.607
65.929,2597.52,-24.435,0.03,24.436,0.108,57.721,0.071,57.721,0.071,2.002,0.104,28.61,-80.599,9.784,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.074,5.029e6,0,255.011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.803,-1.963,736.786,330.109,0.5,0.607
66.429,2585.307,-24.42,0.03,24.42,0.04,56.717,0.071,56.717,0.072,2.015,0.027,28.61,-80.599,9.784,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.074,5.031e6,0,254.983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.077,-1.884,737.904,330.157,0.5,0.607
66.929,2573.1,-24.405,0.031,24.406,0.146,55.691,0.071,55.691,0.073,2.087,0.142,28.61,-80.599,9.784,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.074,5.033e6,0,255.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.377,-1.804,739.021,330.205,0.5,0.607
67.429,2560.902,-24.389,0.031,24.392,0.165,54.627,0.071,54.627,0.074,2.168,0.163,28.61,-80.599,9.784,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.074,5.035e6,0,255.046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.499,-1.725,740.138,330.253,0.5,0.608
67.929,2548.711,-24.375,0.029,24.375,0.03,53.542,0.071,53.543,0.075,2.172,0.008,28.61,-80.599,9.784,NaN,NaN,NaN,NaN,2.598e4,4751.737,NaN,NaN,NaN,NaN,NaN,0.074,5.036e6,0,254.964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.194,-1.646,741.254,330.302,0.5,0.608
