# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0.01,7.315e-5,0.015,1.464,0.015,1.464,0,0,0,0,0,0,33,107,9.791,89.79,0,0,0,3.819e4,5837.253,59.032,0.129,NaN,255.91,NaN,0.011,8.727e5,429.891,1.342e-8,0.686,8.431e-8,0.552,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.79e-6,16.129,204.317,90,0,3.999,30.109,848.11,349.545,0.01,0.002
0.02,0.001,0.254,23.98,0.254,23.98,0,0,0,0,0,0,33,107,9.791,86.377,0,0,0,3.819e4,5830.95,59.023,0.129,NaN,255.891,NaN,0.012,8.788e5,1289.653,6.762e-5,0.685,4.191e-4,0.552,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.112e-5,16.129,204.317,90,0,4.018,30.109,848.11,349.545,0.01,0.003
0.03,0.006,0.719,46.504,0.719,46.504,0,0,0,0,0,0,33,107,9.791,79.899,0,0,0,3.818e4,5824.646,59.015,0.129,NaN,255.872,NaN,0.012,8.953e5,2149.415,0.001,0.683,0.008,0.549,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.799e-5,16.129,204.317,90,0,4.038,30.109,848.11,349.545,0.01,0.004
0.04,0.016,1.298,57.891,1.298,57.891,0,0,0,0,0,0,33,107,9.791,72.261,0,0,0,3.817e4,5811.98,58.997,0.129,NaN,255.833,NaN,0.012,9.3e5,2583.314,0.007,0.679,0.041,0.545,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.588e-4,16.129,204.317,90,0,4.058,30.109,848.11,349.545,0.01,0.004
0.05,0.032,1.879,58.123,1.879,58.123,0,0,0,0,0,0,33,107,9.791,65.259,0,0,0,3.816e4,5799.314,58.979,0.129,NaN,255.795,NaN,0.013,9.801e5,2591.349,0.02,0.673,0.102,0.54,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.299e-4,16.129,204.317,90,0,4.078,30.108,848.11,349.545,0.01,0.005
0.06,0.054,2.463,58.356,2.463,58.356,0,0,0,0,0,0,33,107,9.791,58.504,0,0,0,3.814e4,5786.648,58.961,0.129,NaN,255.756,NaN,0.013,1.029e6,2599.384,0.042,0.668,0.189,0.534,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.012e-4,16.129,204.317,90,0,4.019,30.108,848.109,349.545,0.01,0.006
0.07,0.082,3.049,58.588,3.049,58.588,0,0,0,0,0,0,33,107,9.791,52.415,0,0,0,3.813e4,5773.864,58.943,0.129,NaN,255.717,NaN,0.014,1.091e6,2607.393,0.072,0.662,0.288,0.528,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.729e-4,16.129,204.317,90,0,3.961,30.108,848.109,349.545,0.01,0.006
0.08,0.115,3.637,58.819,3.637,58.819,0,0,0,0,0,0,33,107,9.791,47.016,0,0,0,3.812e4,5761.081,58.925,0.129,NaN,255.678,NaN,0.015,1.164e6,2615.377,0.11,0.655,0.388,0.522,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.448e-4,16.129,204.317,90,0,3.902,30.108,848.108,349.545,0.01,0.007
0.09,0.154,4.227,59.051,4.227,59.051,0,0,0,0,0,0,33,107,9.791,42.278,0,0,0,3.81e4,5748.297,58.908,0.129,NaN,255.639,NaN,0.016,1.247e6,2623.361,0.156,0.648,0.48,0.515,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.17e-4,16.129,204.317,90,0,3.843,30.108,848.107,349.545,0.01,0.008
0.1,0.2,4.82,59.282,4.82,59.282,0,0,0,0,0,0,33,107,9.791,38.14,0,0,0,3.809e4,5735.397,58.889,0.129,NaN,255.6,NaN,0.018,1.337e6,2631.319,0.209,0.641,0.559,0.508,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.895e-4,16.129,204.317,90,0,3.785,30.108,848.106,349.544,0.01,0.009
0.11,0.251,5.415,59.512,5.415,59.512,0,0,0,0,0,0,33,107,9.791,35.058,0,0,0,3.808e4,5722.497,58.871,0.129,NaN,255.56,NaN,0.019,1.444e6,2639.25,0.267,0.634,0.612,0.5,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.623e-4,16.129,204.317,90,0,3.8,30.108,848.105,349.544,0.01,0.009
0.12,0.308,6.012,59.742,6.012,59.742,0,0,0,0,0,0,33,107,9.791,32.395,0,0,0,3.807e4,5709.596,58.853,0.129,NaN,255.521,NaN,0.02,1.554e6,2647.181,0.33,0.627,0.654,0.493,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.354e-4,16.129,204.317,90,0,3.815,30.108,848.104,349.544,0.01,0.01
0.13,0.371,6.612,59.972,6.612,59.972,0,0,0,0,0,0,33,107,9.791,30.081,0,0,0,3.805e4,5696.58,58.835,0.129,NaN,255.481,NaN,0.022,1.668e6,2655.084,0.398,0.62,0.686,0.487,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.087e-4,16.129,204.317,90,0,3.83,30.108,848.103,349.544,0.01,0.011
0.14,0.44,7.214,60.201,7.214,60.201,0,0,0,0,0,0,33,107,9.791,28.058,0,0,0,3.804e4,5683.564,58.816,0.129,NaN,255.441,NaN,0.023,1.784e6,2662.96,0.472,0.614,0.709,0.481,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.823e-4,16.129,204.317,90,0,3.845,30.108,848.102,349.544,0.01,0.011
0.15,0.515,7.818,60.43,7.818,60.43,0,0,0,0,0,0,33,107,9.791,26.277,0,0,0,3.803e4,5670.548,58.798,0.129,NaN,255.401,NaN,0.025,1.903e6,2670.836,0.55,0.608,0.727,0.475,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.562e-4,16.129,204.317,90,0,3.86,30.108,848.1,349.544,0.01,0.012
0.16,0.596,8.424,60.658,8.424,60.658,0,0,0,0,0,0,33,107,9.791,24.77,0,0,0,3.801e4,5657.417,58.78,0.129,NaN,255.361,NaN,0.027,2.025e6,2678.683,0.632,0.603,0.738,0.469,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,16.129,204.317,90,0,3.887,30.107,848.099,349.544,0.01,0.012
0.17,0.684,9.033,60.886,9.033,60.886,0,0,0,0,0,0,33,107,9.791,23.429,0,0,0,3.8e4,5644.286,58.761,0.129,NaN,255.32,NaN,0.028,2.149e6,2686.501,0.719,0.598,0.745,0.464,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,16.129,204.317,90,0,3.914,30.107,848.097,349.544,0.01,0.013
0.18,0.777,9.644,61.114,9.644,61.114,0,0,0,0,0,0,33,107,9.791,22.23,0,0,0,3.799e4,5631.155,58.743,0.129,NaN,255.28,NaN,0.03,2.274e6,2694.319,0.81,0.593,0.749,0.46,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,16.129,204.317,90,0,3.942,30.107,848.095,349.544,0.01,0.013
0.19,0.877,10.257,61.341,10.257,61.341,0,0,0,0,0,0,33,107,9.791,21.152,0,0,0,3.797e4,5617.909,58.724,0.129,NaN,255.239,NaN,0.031,2.4e6,2702.107,0.905,0.589,0.751,0.455,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,16.129,204.317,90,0,3.969,30.107,848.094,349.544,0.01,0.014
0.2,0.982,10.873,61.568,10.873,61.568,0,0,0,0,0,0,33,107,9.791,20.179,0,0,0,3.796e4,5604.664,58.705,0.129,NaN,255.198,NaN,0.033,2.528e6,2709.866,1.004,0.584,0.751,0.451,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,16.129,204.317,90,0,3.996,30.107,848.091,349.544,0.01,0.015
0.21,1.094,11.491,61.794,11.491,61.794,0,0,0,0,0,0,33,107,9.791,19.038,0,0,0,3.795e4,5591.418,58.686,0.129,NaN,255.158,NaN,0.035,2.653e6,2717.624,1.105,0.58,0.751,0.447,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,16.129,204.317,90,0,3.965,30.107,848.089,349.543,0.01,0.016
0.22,1.212,12.111,62.021,12.111,62.021,0,0,0,0,0,0,33,107,9.791,17.996,0,0,0,3.793e4,5578.06,58.667,0.129,NaN,255.117,NaN,0.036,2.779e6,2725.352,1.208,0.577,0.749,0.443,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,16.129,204.317,90,0,3.934,30.106,848.087,349.543,0.01,0.022
0.23,1.336,12.733,62.246,12.733,62.246,0,0,0,0,0,0,33,107,9.791,17.042,0,0,0,3.792e4,5564.701,58.649,0.129,NaN,255.075,NaN,0.038,2.907e6,2733.048,1.315,0.573,0.745,0.439,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,3.903,30.106,848.085,349.543,0.01,0.023
0.24,1.467,13.358,62.472,13.358,62.472,0,0,0,0,0,0,33,107,9.791,16.165,0,0,0,3.791e4,5551.342,58.63,0.129,NaN,255.034,NaN,0.04,3.035e6,2740.745,1.424,0.57,0.739,0.436,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,3.872,30.106,848.082,349.543,0.01,0.024
0.25,1.603,13.985,62.697,13.985,62.697,0,0,0,0,0,0,33,107,9.791,15.358,0,0,0,3.789e4,5537.871,58.611,0.129,NaN,254.993,NaN,0.041,3.165e6,2748.41,1.532,0.567,0.732,0.433,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,3.841,30.106,848.08,349.543,0.01,0.025
0.26,1.746,14.614,62.921,14.614,62.921,0,0,0,0,0,0,33,107,9.791,14.823,0,0,0,3.788e4,5524.4,58.591,0.129,NaN,254.951,NaN,0.043,3.299e6,2756.042,1.648,0.563,0.725,0.43,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,3.867,30.105,848.077,349.543,0.01,0.026
0.27,1.896,15.245,63.145,15.245,63.145,0,0,0,0,0,0,33,107,9.791,14.328,0,0,0,3.787e4,5510.929,58.572,0.129,NaN,254.909,NaN,0.045,3.434e6,2763.674,1.767,0.56,0.717,0.427,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,3.894,30.105,848.074,349.543,0.01,0.027
0.28,2.051,15.879,63.369,15.879,63.369,0,0,0,0,0,0,33,107,9.791,13.868,0,0,0,3.785e4,5497.346,58.553,0.129,NaN,254.867,NaN,0.047,3.57e6,2771.274,1.89,0.557,0.71,0.424,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,3.92,30.105,848.071,349.542,0.01,0.028
0.29,2.213,16.514,63.592,16.514,63.592,0,0,0,0,0,0,33,107,9.791,13.44,0,0,0,3.784e4,5483.764,58.534,0.129,NaN,254.825,NaN,0.049,3.706e6,2778.84,2.018,0.556,0.703,0.422,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,3.946,30.105,848.068,349.542,0.01,0.029
0.3,2.382,17.152,63.814,17.152,63.814,0,0,0,0,0,0,33,107,9.791,13.041,0,0,0,3.783e4,5470.181,58.514,0.129,NaN,254.783,NaN,0.05,3.843e6,2786.406,2.156,0.555,0.699,0.421,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,3.973,30.104,848.065,349.542,0.01,0.029
0.31,2.556,17.793,64.037,17.793,64.037,0,0,0,0,0,0,33,107,9.791,12.576,0,0,0,3.781e4,5456.488,58.495,0.129,NaN,254.741,NaN,0.052,3.979e6,2793.938,2.294,0.555,0.694,0.421,0.014,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,3.969,30.104,848.062,349.542,0.01,0.031
0.32,2.738,18.435,64.258,18.435,64.258,0,0,0,0,0,0,33,107,9.791,12.141,0,0,0,3.78e4,5442.795,58.475,0.129,NaN,254.698,NaN,0.054,4.116e6,2801.436,2.435,0.555,0.688,0.421,0.014,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,3.966,30.104,848.058,349.542,0.01,0.031
0.33,2.925,19.08,64.479,19.08,64.479,0,0,0,0,0,0,33,107,9.791,11.733,0,0,0,3.779e4,5429.102,58.456,0.129,NaN,254.656,NaN,0.056,4.253e6,2808.934,2.581,0.555,0.683,0.421,0.014,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,3.963,30.103,848.054,349.541,0.01,0.032
0.34,3.119,19.727,64.7,19.727,64.7,0,0,0,0,0,0,33,107,9.791,11.349,0,0,0,3.777e4,5415.3,58.436,0.129,NaN,254.613,NaN,0.058,4.391e6,2816.396,2.73,0.554,0.678,0.42,0.014,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,3.959,30.103,848.051,349.541,0.01,0.033
0.35,3.32,20.376,64.92,20.376,64.92,0,0,0,0,0,0,33,107,9.791,10.987,0,0,0,3.776e4,5401.498,58.416,0.129,NaN,254.57,NaN,0.059,4.53e6,2823.823,2.884,0.554,0.673,0.42,0.014,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,3.956,30.103,848.047,349.541,0.01,0.033
0.36,3.527,21.027,65.14,21.027,65.14,0,0,0,0,0,0,33,107,9.791,10.712,0,0,0,3.774e4,5387.695,58.397,0.129,NaN,254.527,NaN,0.061,4.671e6,2831.25,3.047,0.554,0.669,0.42,0.014,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,3.978,30.102,848.043,349.541,0.01,0.034
0.37,3.74,21.681,65.359,21.681,65.359,0,0,0,0,0,0,33,107,9.791,10.451,0,0,0,3.773e4,5373.784,58.377,0.129,NaN,254.483,NaN,0.063,4.812e6,2838.641,3.216,0.554,0.665,0.42,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,3.999,30.102,848.039,349.541,0.01,0.035
0.38,3.96,22.336,65.577,22.336,65.577,0,0,0,0,0,0,33,107,9.791,10.205,0,0,0,3.772e4,5359.874,58.357,0.129,NaN,254.44,NaN,0.065,4.953e6,2845.995,3.389,0.553,0.661,0.419,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,4.021,30.101,848.035,349.54,0.01,0.036
0.39,4.187,22.994,65.795,22.994,65.795,0,0,0,0,0,0,33,107,9.791,9.971,0,0,0,3.77e4,5345.963,58.337,0.129,NaN,254.397,NaN,0.067,5.095e6,2853.349,3.567,0.553,0.658,0.419,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,4.043,30.101,848.03,349.54,0.01,0.037
0.4,4.42,23.654,66.012,23.654,66.012,0,0,0,0,0,0,33,107,9.791,9.749,0,0,0,3.769e4,5331.945,58.317,0.129,NaN,254.353,NaN,0.069,5.238e6,2860.666,3.751,0.553,0.654,0.419,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,4.064,30.101,848.026,349.54,0.01,0.037
0.41,4.66,24.316,66.229,24.316,66.229,0,0,0,0,0,0,33,107,9.791,9.372,0,0,0,3.767e4,5317.927,58.297,0.129,NaN,254.309,NaN,0.071,5.379e6,2867.945,3.921,0.553,0.649,0.419,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,4.013,30.1,848.021,349.54,0.01,0.038
0.42,4.907,24.981,66.446,24.981,66.446,0,0,0,0,0,0,33,107,9.791,9.013,0,0,0,3.766e4,5303.909,58.277,0.129,NaN,254.265,NaN,0.072,5.52e6,2875.224,4.095,0.553,0.643,0.418,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,3.963,30.1,848.017,349.539,0.01,0.039
0.43,5.16,25.647,66.663,25.647,66.663,0,0,0,0,0,0,33,107,9.791,8.672,0,0,0,3.765e4,5289.784,58.256,0.129,NaN,254.221,NaN,0.074,5.662e6,2882.465,4.274,0.553,0.638,0.418,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,3.912,30.099,848.012,349.539,0.01,0.039
0.44,5.419,26.316,66.878,26.316,66.878,0,0,0,0,0,0,33,107,9.791,8.346,0,0,0,3.763e4,5275.66,58.236,0.129,NaN,254.177,NaN,0.076,5.805e6,2889.667,4.457,0.552,0.633,0.418,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,3.861,30.099,848.007,349.539,0.01,0.04
0.45,5.686,26.987,67.093,26.987,67.093,0,0,0,0,0,0,33,107,9.791,8.036,0,0,0,3.762e4,5261.536,58.216,0.129,NaN,254.133,NaN,0.078,5.948e6,2896.869,4.646,0.552,0.628,0.418,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,3.81,30.098,848.002,349.538,0.01,0.041
0.46,5.959,27.659,67.307,27.659,67.307,0,0,0,0,0,0,33,107,9.791,7.841,0,0,0,3.76e4,5247.307,58.195,0.129,NaN,254.088,NaN,0.08,6.093e6,2904.032,4.852,0.552,0.625,0.418,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,3.809,30.098,847.997,349.538,0.01,0.041
0.47,6.239,28.335,67.52,28.335,67.52,0,0,0,0,0,0,33,107,9.791,7.655,0,0,0,3.759e4,5233.077,58.175,0.129,NaN,254.043,NaN,0.082,6.239e6,2911.154,5.064,0.552,0.623,0.418,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,3.808,30.097,847.991,349.538,0.01,0.042
0.48,6.526,29.012,67.733,29.012,67.733,0,0,0,0,0,0,33,107,9.791,7.477,0,0,0,3.758e4,5218.848,58.154,0.129,NaN,253.999,NaN,0.084,6.386e6,2918.277,5.282,0.552,0.62,0.417,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,16.129,204.317,90,0,3.808,30.097,847.986,349.538,0.01,0.043
0.49,6.819,29.691,67.945,29.691,67.945,0,0,0,0,0,0,33,107,9.791,7.306,0,0,0,3.756e4,5204.515,58.133,0.129,NaN,253.954,NaN,0.086,6.533e6,2925.359,5.505,0.552,0.617,0.417,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,16.129,204.317,90,0,3.807,30.096,847.98,349.537,0.01,0.043
0.5,7.12,30.373,68.156,30.373,68.156,0,0,0,0,0,0,33,107,9.791,7.143,0,0,0,3.755e4,5190.182,58.113,0.129,NaN,253.909,NaN,0.088,6.68e6,2932.401,5.733,0.552,0.615,0.417,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,16.129,204.317,90,0,3.806,30.096,847.975,349.537,0.01,0.046
0.51,7.427,31.056,68.368,31.056,68.368,0,0,0,0,0,0,33,107,9.791,6.978,0,0,0,3.753e4,5175.849,58.092,0.128,NaN,253.863,NaN,0.09,6.828e6,2939.442,5.966,0.552,0.612,0.417,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,16.129,204.317,90,0,3.801,30.095,847.969,349.537,0.01,0.047
0.52,7.741,31.742,68.578,31.742,68.578,0,0,0,0,0,0,33,107,9.791,6.819,0,0,0,3.752e4,5161.413,58.071,0.128,NaN,253.818,NaN,0.091,6.977e6,2946.442,6.204,0.552,0.61,0.417,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,16.129,204.317,90,0,3.796,30.095,847.963,349.536,0.01,0.047
0.53,8.062,32.43,68.787,32.43,68.787,0,0,0,0,0,0,33,107,9.791,6.667,0,0,0,3.75e4,5146.977,58.05,0.128,NaN,253.772,NaN,0.093,7.126e6,2953.4,6.448,0.551,0.608,0.417,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,16.129,204.317,90,0,3.79,30.094,847.957,349.536,0.01,0.048
0.54,8.389,33.119,68.996,33.119,68.996,0,0,0,0,0,0,33,107,9.791,6.52,0,0,0,3.749e4,5132.542,58.029,0.128,NaN,253.727,NaN,0.095,7.275e6,2960.358,6.698,0.551,0.606,0.416,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,16.129,204.317,90,0,3.785,30.093,847.95,349.535,0.01,0.049
0.55,8.724,33.811,69.205,33.811,69.205,0,0,0,0,0,0,33,107,9.791,6.379,0,0,0,3.747e4,5118.004,58.008,0.128,NaN,253.681,NaN,0.097,7.425e6,2967.273,6.953,0.551,0.604,0.416,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,16.129,204.317,90,0,3.78,30.093,847.944,349.535,0.01,0.049
0.56,9.066,34.505,69.412,34.505,69.412,0,0,0,0,0,0,33,107,9.791,6.237,0,0,0,3.746e4,5103.467,57.987,0.128,NaN,253.635,NaN,0.099,7.575e6,2974.146,7.213,0.551,0.602,0.416,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,16.129,204.317,90,0,3.771,30.092,847.938,349.535,0.01,0.05
0.57,9.414,35.201,69.619,35.201,69.619,0,0,0,0,0,0,33,107,9.791,6.1,0,0,0,3.745e4,5088.93,57.966,0.128,NaN,253.589,NaN,0.101,7.726e6,2981.018,7.479,0.551,0.6,0.416,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,16.129,204.317,90,0,3.762,30.092,847.931,349.534,0.01,0.05
0.58,9.77,35.9,69.825,35.9,69.825,0,0,0,0,0,0,33,107,9.791,5.968,0,0,0,3.743e4,5074.293,57.945,0.128,NaN,253.543,NaN,0.103,7.877e6,2987.847,7.751,0.551,0.598,0.416,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,16.129,204.317,90,0,3.753,30.091,847.924,349.534,0.01,0.051
0.59,10.132,36.6,70.03,36.6,70.03,0,0,0,0,0,0,33,107,9.791,5.84,0,0,0,3.742e4,5059.656,57.924,0.128,NaN,253.496,NaN,0.105,8.029e6,2994.632,8.029,0.551,0.596,0.416,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,16.129,204.317,90,0,3.744,30.09,847.917,349.534,0.01,0.051
0.6,10.502,37.302,70.235,37.302,70.235,0,0,0,0,0,0,33,107,9.791,5.717,0,0,0,3.74e4,5045.018,57.902,0.128,NaN,253.45,NaN,0.107,8.181e6,3001.417,8.312,0.551,0.594,0.415,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,16.129,204.317,90,0,3.735,30.09,847.91,349.533,0.01,0.052
0.615,11.069,38.359,70.496,38.359,70.497,-5.297e-5,0,5.297e-5,-180,0.007,0.479,33,107,9.791,5.593,0,2.294e-4,-2.208e-8,3.738e4,5022.914,57.87,0.128,285.333,253.38,1.981,0.11,8.411e6,3009.83,8.761,0.551,0.593,0.415,0.014,0.122,1.202,2.38,1.205e-4,0,0,0,0,2.681e-5,0.005,16.129,204.317,89.999,-8.548e-4,3.764,30.089,847.899,349.533,0.015,0.052
0.638,11.95,39.953,70.884,39.953,70.886,-3.352e-4,0,3.352e-4,-180,0.018,0.494,33,107,9.791,5.414,0,5.914e-4,-4.844e-8,3.735e4,4989.685,57.822,0.128,285.86,253.274,2.02,0.115,8.758e6,3022.372,9.46,0.551,0.59,0.415,0.014,0.122,1.153,2.329,-7.188e-5,0,0,0,0,1.644e-4,0.005,16.129,204.317,89.996,5.767e-4,3.808,30.087,847.883,349.532,0.023,0.053
0.671,13.339,42.363,71.462,42.363,71.464,-0.001,0,0.001,-180,0.035,0.503,33,107,9.791,5.121,0,0.001,-1.359e-7,3.73e4,4939.513,57.748,0.128,286.75,253.115,2.085,0.122,9.282e6,3040.972,10.557,0.55,0.586,0.414,0.014,0.122,1.075,2.241,1.681e-4,0,0,0,0,5.775e-4,0.005,16.129,204.317,89.985,0.002,3.842,30.084,847.856,349.53,0.034,0.053
0.721,15.548,45.974,72.312,45.974,72.314,-0.004,-1.004e-8,0.004,-180,0.06,0.468,33,107,9.791,4.534,0,0.002,-1.836e-7,3.722e4,4864.557,57.638,0.128,288.609,252.875,2.216,0.132,1.006e7,3068.208,12.262,0.55,0.579,0.414,0.014,0.122,0.924,2.046,-4.024e-4,0,0,0,0,0.002,0.006,16.129,204.317,89.956,0.002,3.741,30.08,847.814,349.528,0.05,0.053
0.771,17.938,49.636,73.287,49.636,73.288,-0.007,-2.344e-8,0.007,-180,0.081,0.379,33,107,9.791,3.864,0,0.003,-2.24e-7,3.715e4,4788.772,57.527,0.128,290.878,252.632,2.371,0.142,1.086e7,3100.01,14.087,0.55,0.572,0.413,0.014,0.123,0.761,1.802,1.134e-4,0,0,0,0,0.003,0.006,16.129,204.317,89.909,0.002,3.512,30.076,847.768,349.525,0.05,0.054
0.821,20.512,53.345,74.238,53.345,74.238,-0.012,-4.058e-8,0.012,-180,0.098,0.322,33,107,9.791,3.64,0,0.004,-3.018e-7,3.707e4,4712.25,57.414,0.128,291.68,252.385,2.436,0.153,1.167e7,3130.989,16.2,0.55,0.57,0.413,0.014,0.123,0.708,1.721,-1.907e-4,0,0,0,0,0.004,0.007,16.129,204.317,89.844,0.002,3.636,30.071,847.719,349.522,0.05,0.054
0.871,23.273,57.1,75.166,57.1,75.166,-0.017,-5.349e-8,0.017,-180,0.113,0.23,33,107,9.791,3.42,0,0.005,-4.932e-7,3.699e4,4635.021,57.299,0.128,292.489,252.136,2.502,0.164,1.248e7,3161.107,18.487,0.55,0.568,0.412,0.015,0.123,0.658,1.639,4.3e-4,0,0,0,0,0.007,0.007,16.129,204.317,89.76,0.002,3.766,30.066,847.667,349.519,0.05,0.055
