# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
24.337,3099.311,9.318,-9.687,11.832,9.689,213.158,0.205,213.158,0.055,7.293,0.198,33,107.002,9.782,14.352,0,0.027,1.514e-5,3.24e4,43.557,49.537,0.123,267.743,235.143,2.021,0.043,2.623e6,0,1.195,0.581,0.744,0.448,0.013,0.12,4.352,6.091,1.246e-4,0,0,0,0,2.705,0.002,16.129,204.317,54.413,0.067,3.788,2.637,593.729,332.897,0.05,0.293
24.387,3099.764,8.834,-9.681,11.449,9.683,213.523,0.206,213.523,0.055,7.283,0.2,33,107.002,9.782,15.112,0,0.028,1.564e-5,3.24e4,43.557,49.537,0.123,266.734,235.143,1.959,0.042,2.554e6,0,1.146,0.584,0.753,0.45,0.013,0.12,4.695,6.289,-1.614e-4,0,0,0,0,2.906,0.002,16.129,204.317,53.918,0.067,3.702,2.632,593.696,332.894,0.05,0.293
24.437,3100.194,8.35,-9.668,11.073,9.67,213.886,0.207,213.887,0.055,7.273,0.214,33,107.002,9.782,16.344,0,0.028,1.415e-5,3.24e4,43.557,49.537,0.123,265.218,235.143,1.865,0.042,2.509e6,0,1.117,0.585,0.76,0.451,0.013,0.12,5.271,6.764,-1.597e-4,0,0,0,0,3.065,0.001,16.129,204.317,53.419,0.067,3.778,2.629,593.665,332.892,0.05,0.293
24.487,3100.599,7.867,-9.661,10.706,9.663,214.25,0.207,214.25,0.055,7.262,0.217,33,107.002,9.782,17.254,0,0.028,1.447e-5,3.24e4,43.557,49.537,0.123,264.18,235.143,1.8,0.041,2.445e6,0,1.065,0.587,0.763,0.453,0.013,0.12,5.714,6.998,1.259e-4,0,0,0,0,3.29,0.001,16.129,204.317,52.915,0.067,3.702,2.625,593.636,332.89,0.05,0.294
24.537,3100.981,7.384,-9.643,10.349,9.646,214.613,0.208,214.613,0.056,7.251,0.234,33,107.002,9.782,18.694,0,0.028,1.269e-5,3.24e4,43.557,49.537,0.123,262.669,235.143,1.707,0.04,2.41e6,0,1.034,0.588,0.762,0.455,0.013,0.12,6.445,7.554,-3.314e-4,0,0,0,0,3.445,0.001,16.129,204.317,52.406,0.067,3.816,2.621,593.608,332.887,0.05,0.294
24.587,3101.338,6.902,-9.629,10.002,9.632,214.975,0.209,214.975,0.056,7.238,0.246,33,107.002,9.782,19.994,0,0.029,1.186e-5,3.24e4,43.557,49.537,0.123,261.429,235.143,1.63,0.039,2.366e6,0,0.993,0.59,0.759,0.456,0.013,0.12,7.133,7.981,2.788e-4,0,0,0,0,3.643,0.001,16.129,204.317,51.893,0.067,3.851,2.618,593.583,332.885,0.05,0.295
24.637,3101.671,6.421,-9.617,9.667,9.621,215.336,0.21,215.337,0.056,7.226,0.255,33,107.002,9.782,21.381,0,0.029,1.099e-5,3.24e4,43.557,49.537,0.123,260.22,235.143,1.555,0.039,2.327e6,0,0.952,0.591,0.753,0.458,0.013,0.12,7.729,6.88,4.474e-4,0,0,0,0,3.833,0.001,16.129,204.317,51.375,0.067,3.898,2.615,593.559,332.884,0.05,0.296
24.687,3101.98,5.941,-9.602,9.344,9.606,215.697,0.21,215.698,0.056,7.213,0.267,33,107.002,9.782,22.928,0,0.029,9.71e-6,3.24e4,43.557,49.537,0.123,258.995,235.143,1.479,0.038,2.298e6,0,0.915,0.592,0.743,0.459,0.013,0.12,8.427,5.686,-5.971e-5,0,0,0,0,3.985,0.001,16.129,204.317,50.852,0.067,3.995,2.612,593.536,332.882,0.05,0.296
24.737,3102.265,5.461,-9.575,9.036,9.579,216.058,0.211,216.058,0.056,7.199,0.295,33,107.002,9.782,24.916,0,0.029,6.958e-6,3.24e4,43.557,49.537,0.123,257.592,235.143,1.392,0.038,2.305e6,0,0.897,0.592,0.723,0.458,0.013,0.12,9.374,4.306,1.642e-4,0,0,0,0,4.003,0.001,16.129,204.317,50.327,0.068,4.296,2.61,593.516,332.88,0.05,0.296
24.787,3102.526,4.983,-9.547,8.743,9.552,216.417,0.212,216.417,0.056,7.184,0.322,33,107.002,9.782,26.814,0,0.029,4.819e-6,3.24e4,43.557,49.537,0.123,256.407,235.143,1.318,0.038,2.312e6,0,0.873,0.592,0.7,0.458,0.013,0.12,10.328,2.975,-4.262e-4,0,0,0,0,4.013,0.001,16.129,204.317,49.799,0.068,4.564,2.607,593.497,332.879,0.05,0.297
24.837,3102.763,4.506,-9.53,8.466,9.536,216.776,0.213,216.776,0.056,7.167,0.334,33,107.002,9.782,28.321,0,0.029,4.434e-6,3.24e4,43.557,49.537,0.123,255.562,235.143,1.266,0.038,2.283e6,0,0.829,0.593,0.681,0.459,0.013,0.12,11.116,1.79,-3.617e-4,0,0,0,0,4.135,0.001,16.129,204.317,49.269,0.068,4.604,2.605,593.48,332.878,0.05,0.297
24.887,3102.977,4.03,-9.514,8.208,9.52,217.134,0.213,217.134,0.056,7.15,0.343,33,107.002,9.782,29.803,0,0.029,4.346e-6,3.24e4,43.557,49.537,0.123,254.805,235.143,1.219,0.037,2.25e6,0,0.781,0.594,0.661,0.46,0.013,0.12,11.916,0.603,1.392e-4,0,0,0,0,4.27,0.001,16.129,204.317,48.739,0.068,4.597,2.603,593.465,332.876,0.05,0.298
24.937,3103.166,3.555,-9.509,7.97,9.515,217.491,0.214,217.491,0.056,7.133,0.34,33,107.002,9.782,31.086,0,0.029,5.449e-6,3.24e4,43.557,49.537,0.123,254.204,235.143,1.182,0.036,2.187e6,0,0.718,0.596,0.643,0.463,0.013,0.12,12.627,-0.564,-1.838e-4,0,0,0,0,4.518,0.001,16.129,204.317,48.208,0.068,4.405,2.602,593.451,332.875,0.05,0.298
24.987,3103.332,3.079,-9.493,7.754,9.499,217.847,0.215,217.847,0.057,7.116,0.349,33,107.002,9.782,32.683,0,0.029,5.438e-6,3.24e4,43.557,49.537,0.123,253.519,235.143,1.139,0.036,2.156e6,0,0.671,0.598,0.618,0.464,0.013,0.12,13.534,-1.833,-3.67e-4,0,0,0,0,4.638,0.001,16.129,204.317,47.677,0.068,4.381,2.6,593.439,332.874,0.05,0.298
25.037,3103.474,2.605,-9.474,7.561,9.481,218.203,0.216,218.203,0.057,7.098,0.361,33,107.002,9.782,34.354,0,0.029,5.308e-6,3.24e4,43.557,49.537,0.123,252.872,235.143,1.099,0.035,2.131e6,0,0.626,0.599,0.591,0.465,0.013,0.12,14.506,-3.126,1.807e-4,0,0,0,0,4.725,0.001,16.129,204.317,47.147,0.068,4.375,2.599,593.429,332.874,0.05,0.299
25.087,3103.593,2.132,-9.452,7.394,9.46,218.557,0.216,218.557,0.057,7.08,0.376,33,107.002,9.782,36.092,0,0.029,5.032e-6,3.24e4,43.557,49.537,0.123,252.268,235.143,1.062,0.035,2.114e6,0,0.584,0.599,0.56,0.466,0.013,0.12,15.538,-4.428,-9.353e-6,0,0,0,0,4.769,0.001,16.129,204.317,46.619,0.068,4.394,2.598,593.42,332.873,0.05,0.299
25.137,3103.687,1.66,-9.432,7.253,9.44,218.911,0.217,218.911,0.057,7.061,0.388,33,107.002,9.782,37.827,0,0.029,5.041e-6,3.24e4,43.557,49.537,0.123,251.73,235.143,1.028,0.035,2.092e6,0,0.54,0.6,0.529,0.467,0.013,0.12,16.586,-5.739,-2.271e-4,0,0,0,0,4.826,0.001,16.129,204.317,46.093,0.068,4.367,2.597,593.414,332.873,0.05,0.3
25.187,3103.759,1.189,-9.403,7.14,9.412,219.263,0.218,219.263,0.057,7.041,0.41,33,107.002,9.782,39.661,0,0.029,4.447e-6,3.24e4,43.557,49.537,0.123,251.224,235.143,0.997,0.035,2.092e6,0,0.505,0.6,0.494,0.467,0.013,0.12,17.71,-7.003,-1.465e-4,0,0,0,0,4.767,0.001,16.129,204.317,45.57,0.068,4.449,2.596,593.409,332.872,0.05,0.3
25.237,3103.806,0.72,-9.368,7.056,9.378,219.615,0.219,219.615,0.057,7.02,0.436,33,107.002,9.782,41.499,0,0.029,3.668e-6,3.24e4,43.557,49.537,0.123,250.779,235.143,0.969,0.035,2.105e6,0,0.475,0.6,0.459,0.466,0.013,0.12,18.848,-8.196,3.275e-4,0,0,0,0,4.642,0.001,16.129,204.317,45.049,0.068,4.582,2.596,593.405,332.872,0.05,0.3
25.287,3103.831,0.252,-9.345,7.002,9.356,219.965,0.22,219.965,0.057,6.997,0.449,33,107.002,9.782,43.28,0,0.029,3.825e-6,3.24e4,43.557,49.537,0.123,250.4,235.143,0.946,0.035,2.088e6,0,0.433,0.6,0.426,0.467,0.013,0.12,19.958,-9.464,-3.02e-4,0,0,0,0,4.644,0.001,16.129,204.317,44.533,0.068,4.527,2.595,593.403,332.872,0.05,0.301
25.337,3103.832,-0.216,-9.522,6.979,9.526,220.314,0.22,220.314,0.057,6.976,0.269,33,107.002,9.782,45.094,0,0.028,3.869e-6,3.24e4,43.557,49.537,0.123,265.428,235.143,1.878,0.034,2.078e6,0,0.395,0.601,0.392,0.467,0.013,0.12,12.039,-4.7,2.172e-5,0,0,0,0,4.602,0.001,16.129,204.317,44.022,0.068,4.495,2.595,593.403,332.872,0.05,0.301
25.387,3103.809,-0.692,-9.51,6.997,9.514,220.663,0.221,220.663,0.057,6.963,0.273,33,107.002,9.782,46.991,0,0.028,4.058e-6,3.24e4,43.557,49.537,0.123,265.357,235.143,1.873,0.034,2.067e6,0,0.356,0.601,0.357,0.468,0.013,0.12,12.533,-5.574,-1.714e-4,0,0,0,0,4.616,0.001,16.129,204.317,43.513,0.068,4.427,2.596,593.405,332.872,0.05,0.301
25.391,3103.806,-0.737,-9.486,11.391,10.671,220.695,0.221,220.696,0.057,6.94,4.888,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.034,2.063e6,0,158.659,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.427,2.596,593.405,332.872,0.005,0.302
25.539,3103.593,-2.137,-9.467,10.852,10.643,221.669,0.223,221.669,0.058,6.221,4.862,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.034,1.966e6,0,157.859,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.419,2.596,593.405,332.872,0.148,0.302
25.761,3102.899,-4.112,-8.893,10.684,9.978,222.939,0.226,222.939,0.058,5.215,4.526,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.033,1.935e6,0,149.453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.444e-4,NaN,NaN,NaN,NaN,4.646,2.598,593.42,332.873,0.222,0.302
25.978,3101.817,-5.879,-8.16,10.606,9.005,223.979,0.229,223.979,0.059,4.39,3.808,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.032,1.921e6,0,134.134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.124e-4,NaN,NaN,NaN,NaN,4.437,2.604,593.47,332.877,0.217,0.302
26.239,3100.024,-7.838,-7.493,10.954,8.194,225.013,0.232,225.013,0.059,3.524,3.316,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.031,1.984e6,0,130.569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.636e-4,NaN,NaN,NaN,NaN,4.128,2.614,593.548,332.883,0.261,0.302
26.514,3097.621,-9.643,-6.563,11.766,7.267,225.864,0.235,225.864,0.06,2.666,3.121,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.033,2.132e6,0,145.296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.077,2.63,593.677,332.893,0.275,0.302
26.744,3095.261,-10.882,-5.388,12.707,6.338,226.389,0.237,226.389,0.06,1.898,3.339,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.036,2.303e6,0,178.847,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.664,2.652,593.856,332.906,0.23,0.302
27.02,3092.08,-12.158,-4.621,13.354,5.517,226.798,0.239,226.798,0.06,1.065,3.014,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.038,2.42e6,0,193.683,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.46,2.673,594.033,332.919,0.276,0.302
27.297,3088.579,-13.193,-3.75,13.905,4.52,226.996,0.241,226.996,0.061,0.368,2.523,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.04,2.521e6,0,211.879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.023,2.702,594.273,332.937,0.276,0.303
27.6,3084.451,-14.056,-2.848,14.568,3.718,226.998,0.243,226.998,0.061,0.356,2.39,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.042,2.641e6,0,237.658,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.183,2.734,594.536,332.956,0.303,0.303
27.944,3079.484,-14.783,-2.111,15.054,2.847,226.762,0.245,226.762,0.062,1.014,1.91,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.044,2.73e6,0,256.148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.859,2.772,594.847,332.979,0.344,0.303
28.397,3072.647,-15.399,-1.359,15.576,2.252,226.118,0.247,226.118,0.063,1.828,1.796,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.045,2.826e6,0,279.045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.17,2.817,595.22,333.006,0.453,0.303
28.897,3064.854,-15.774,-0.75,15.848,1.474,225.046,0.248,225.046,0.063,2.462,1.269,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.047,2.877e6,0,295.499,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.994,2.879,595.735,333.044,0.5,0.303
29.397,3056.922,-15.955,-0.362,15.978,0.813,223.724,0.249,223.724,0.064,2.826,0.728,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.047,2.902e6,0,306.098,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.684,2.95,596.321,333.087,0.5,0.303
29.897,3048.927,-16.025,-0.14,16.046,0.723,222.222,0.25,222.222,0.064,3.18,0.709,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.048,2.916e6,0,313.227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.002,3.022,596.918,333.13,0.5,0.303
30.397,3040.906,-16.058,-0.066,16.065,0.416,220.58,0.25,220.581,0.065,3.386,0.411,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.048,2.921e6,0,315.079,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.861,3.095,597.519,333.174,0.5,0.303
30.897,3032.875,-16.068,-0.021,16.074,0.362,218.842,0.25,218.843,0.066,3.566,0.361,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.048,2.924e6,0,316.474,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.983,3.168,598.123,333.219,0.5,0.303
31.397,3024.84,-16.069,-0.002,16.074,0.324,217.019,0.25,217.019,0.066,3.728,0.324,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.048,2.925e6,0,317.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.101,3.241,598.727,333.263,0.5,0.303
31.897,3016.806,-16.067,0.005,16.07,0.279,215.12,0.25,215.12,0.067,3.868,0.279,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.048,2.926e6,0,317.218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.19,3.314,599.332,333.307,0.5,0.303
32.397,3008.774,-16.063,0.008,16.065,0.223,213.158,0.25,213.158,0.067,3.979,0.223,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.048,2.927e6,0,317.259,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.236,3.387,599.936,333.352,0.5,0.304
32.897,3000.743,-16.059,0.009,16.059,0.131,211.185,0.25,211.185,0.068,3.914,0.131,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.048,2.927e6,0,317.229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.767,3.46,600.54,333.396,0.5,0.304
33.397,2992.716,-16.053,0.011,16.054,0.132,209.212,0.25,209.212,0.068,3.979,0.132,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.048,2.928e6,0,317.299,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.133,3.533,601.144,333.44,0.5,0.304
33.897,2984.691,-16.046,0.015,16.049,0.299,207.185,0.25,207.185,0.069,4.129,0.298,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.048,2.929e6,0,317.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.471,3.606,601.748,333.484,0.5,0.304
34.397,2976.669,-16.041,0.009,16.042,0.069,205.129,0.249,205.129,0.07,4.094,0.068,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.048,2.929e6,0,317.216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.02,3.679,602.352,333.529,0.5,0.304
34.897,2968.65,-16.036,0.011,16.036,0.082,203.092,0.249,203.092,0.07,4.054,0.081,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.048,2.929e6,0,317.283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.965,3.752,602.956,333.573,0.5,0.304
35.397,2960.635,-16.021,0.03,16.036,0.608,200.989,0.249,200.989,0.071,4.358,0.608,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.048,2.931e6,0,318.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.051,3.825,603.559,333.617,0.5,0.304
35.897,2952.625,-16.02,0.002,16.022,0.184,198.833,0.249,198.833,0.072,4.266,0.184,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.048,2.93e6,0,317.035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.061,3.898,604.162,333.661,0.5,0.304
36.397,2944.616,-16.017,0.006,16.017,0.079,196.69,0.248,196.69,0.072,4.305,0.078,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.048,2.931e6,0,317.147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.398,3.971,604.765,333.705,0.5,0.304
36.897,2936.609,-16.01,0.013,16.014,0.285,194.573,0.248,194.573,0.073,4.163,0.284,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.048,2.932e6,0,317.495,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.844,4.044,605.367,333.75,0.5,0.304
37.397,2928.605,-16.005,0.011,16.007,0.22,192.519,0.248,192.519,0.074,4.053,0.22,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.048,2.932e6,0,317.355,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.807,4.117,605.97,333.794,0.5,0.304
37.897,2920.604,-16,0.009,16.001,0.068,190.501,0.248,190.501,0.074,4.02,0.067,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.048,2.932e6,0,317.232,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.947,4.19,606.572,333.838,0.5,0.305
38.397,2912.605,-15.995,0.011,15.996,0.14,188.473,0.247,188.473,0.075,4.09,0.139,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.048,2.933e6,0,317.336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.251,4.262,607.174,333.882,0.5,0.305
38.897,2904.609,-15.989,0.011,15.99,0.123,186.444,0.247,186.444,0.076,4.028,0.122,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.048,2.933e6,0,317.322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.893,4.335,607.776,333.926,0.5,0.305
39.397,2896.616,-15.982,0.014,15.985,0.264,184.397,0.247,184.397,0.077,4.16,0.264,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.048,2.934e6,0,317.515,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.462,4.408,608.377,333.97,0.5,0.305
39.897,2888.626,-15.977,0.01,15.978,0.113,182.331,0.247,182.331,0.077,4.104,0.112,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.048,2.934e6,0,317.268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.98,4.481,608.978,334.014,0.5,0.305
40.397,2880.64,-15.968,0.018,15.974,0.39,180.327,0.246,180.327,0.078,3.909,0.389,33,107.002,9.782,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.048,2.935e6,0,317.761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.472,4.553,609.58,334.058,0.5,0.305
40.897,2872.657,-15.965,0.007,15.965,0.094,178.361,0.246,178.361,0.079,3.956,0.093,33,107.002,9.783,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.048,2.935e6,0,317.171,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.065,4.626,610.18,334.102,0.5,0.305
41.397,2864.676,-15.959,0.012,15.961,0.24,176.353,0.246,176.353,0.08,4.076,0.239,33,107.002,9.783,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.048,2.936e6,0,317.428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.349,4.699,610.781,334.146,0.5,0.305
41.897,2856.698,-15.954,0.009,15.955,0.119,174.33,0.245,174.33,0.081,4.016,0.119,33,107.002,9.783,NaN,NaN,NaN,NaN,3.24e4,43.557,NaN,NaN,NaN,NaN,NaN,0.048,2.936e6,0,317.268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.885,4.771,611.382,334.19,0.5,0.305
