# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0.01,1.403e-4,0.028,2.807,0.028,2.807,0,0,0,0,0,0,33,107,9.791,89.741,0,0,0,3.378e4,1.045e4,32.365,0.113,NaN,223.089,NaN,0.019,1.37e6,425.502,5.103e-8,0.524,1.213e-7,0.394,0.009,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.432e-6,16.129,204.317,90,0,6.207,5.896,856.138,334.872,0.01,0.013
0.02,0.002,0.308,28.008,0.308,28.008,0,0,0,0,0,0,33,107,9.791,87.181,0,0,0,3.377e4,1.044e4,32.36,0.113,NaN,223.074,NaN,0.019,1.383e6,1276.487,6.518e-5,0.523,1.521e-4,0.394,0.009,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.769e-5,16.129,204.317,90,0,6.258,5.896,856.138,334.872,0.01,0.015
0.03,0.008,0.84,53.218,0.84,53.218,0,0,0,0,0,0,33,107,9.791,82.413,0,0,0,3.376e4,1.044e4,32.355,0.113,NaN,223.058,NaN,0.019,1.405e6,2127.472,0.001,0.522,0.003,0.392,0.009,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.028e-4,16.129,204.317,90,0,6.308,5.896,856.137,334.872,0.01,0.016
0.04,0.019,1.5,65.991,1.5,65.991,0,0,0,0,0,0,33,107,9.791,76.727,0,0,0,3.375e4,1.043e4,32.344,0.113,NaN,223.028,NaN,0.02,1.442e6,2557.891,0.007,0.52,0.014,0.39,0.009,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.835e-4,16.129,204.317,90,0,6.359,5.896,856.136,334.872,0.01,0.018
0.05,0.038,2.163,66.308,2.163,66.308,0,0,0,0,0,0,33,107,9.791,71.352,0,0,0,3.374e4,1.041e4,32.333,0.113,NaN,222.997,NaN,0.02,1.493e6,2567.746,0.018,0.517,0.036,0.388,0.009,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.646e-4,16.129,204.317,90,0,6.409,5.896,856.134,334.872,0.01,0.019
0.06,0.063,2.829,66.624,2.829,66.624,0,0,0,0,0,0,33,107,9.791,66.206,0,0,0,3.373e4,1.04e4,32.323,0.113,NaN,222.966,NaN,0.021,1.548e6,2577.601,0.038,0.515,0.07,0.385,0.009,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.46e-4,16.129,204.317,90,0,6.416,5.896,856.131,334.872,0.01,0.021
0.07,0.094,3.498,66.941,3.498,66.941,0,0,0,0,0,0,33,107,9.791,61.425,0,0,0,3.372e4,1.039e4,32.312,0.112,NaN,222.935,NaN,0.022,1.614e6,2587.467,0.066,0.512,0.113,0.382,0.009,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.279e-4,16.129,204.317,90,0,6.423,5.896,856.128,334.872,0.01,0.022
0.08,0.133,4.171,67.259,4.171,67.259,0,0,0,0,0,0,33,107,9.791,57.031,0,0,0,3.371e4,1.038e4,32.301,0.112,NaN,222.904,NaN,0.023,1.692e6,2597.344,0.103,0.508,0.161,0.379,0.009,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.102e-4,16.129,204.317,90,0,6.43,5.896,856.124,334.872,0.01,0.023
0.09,0.178,4.846,67.576,4.846,67.576,0,0,0,0,0,0,33,107,9.791,53.024,0,0,0,3.37e4,1.037e4,32.291,0.112,NaN,222.873,NaN,0.024,1.778e6,2607.222,0.15,0.505,0.212,0.375,0.009,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.928e-4,16.129,204.317,90,0,6.437,5.895,856.119,334.871,0.01,0.024
0.1,0.229,5.525,67.894,5.525,67.894,0,0,0,0,0,0,33,107,9.791,49.39,0,0,0,3.369e4,1.036e4,32.28,0.112,NaN,222.841,NaN,0.025,1.874e6,2617.11,0.206,0.501,0.261,0.372,0.009,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.758e-4,16.129,204.317,90,0,6.444,5.895,856.114,334.871,0.01,0.025
0.11,0.288,6.207,68.212,6.207,68.212,0,0,0,0,0,0,33,107,9.791,45.727,0,0,0,3.367e4,1.035e4,32.269,0.112,NaN,222.81,NaN,0.027,1.963e6,2627.008,0.272,0.498,0.315,0.368,0.009,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.592e-4,16.129,204.317,90,0,6.367,5.895,856.107,334.871,0.01,0.027
0.12,0.354,6.892,68.53,6.892,68.53,0,0,0,0,0,0,33,107,9.791,42.381,0,0,0,3.366e4,1.034e4,32.258,0.112,NaN,222.778,NaN,0.028,2.059e6,2636.907,0.347,0.495,0.365,0.365,0.009,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.43e-4,16.129,204.317,90,0,6.29,5.894,856.1,334.871,0.01,0.028
0.13,0.426,7.581,68.849,7.581,68.849,0,0,0,0,0,0,33,107,9.791,39.334,0,0,0,3.365e4,1.032e4,32.247,0.112,NaN,222.746,NaN,0.029,2.163e6,2646.814,0.43,0.491,0.41,0.362,0.009,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.272e-4,16.129,204.317,90,0,6.212,5.894,856.093,334.87,0.01,0.029
0.14,0.505,8.272,69.168,8.272,69.168,0,0,0,0,0,0,33,107,9.791,36.562,0,0,0,3.364e4,1.031e4,32.236,0.112,NaN,222.714,NaN,0.031,2.273e6,2656.732,0.52,0.488,0.449,0.359,0.009,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,16.129,204.317,90,0,6.135,5.893,856.084,334.87,0.01,0.03
0.15,0.591,8.967,69.487,8.967,69.487,0,0,0,0,0,0,33,107,9.791,34.041,0,0,0,3.363e4,1.03e4,32.225,0.112,NaN,222.682,NaN,0.032,2.388e6,2666.649,0.617,0.485,0.483,0.355,0.009,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,16.129,204.317,90,0,6.058,5.893,856.075,334.87,0.01,0.031
0.16,0.685,9.665,69.806,9.665,69.806,0,0,0,0,0,0,33,107,9.791,32.397,0,0,0,3.362e4,1.029e4,32.214,0.112,NaN,222.65,NaN,0.034,2.526e6,2676.575,0.718,0.481,0.502,0.352,0.009,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,16.129,204.317,90,0,6.133,5.892,856.065,334.869,0.01,0.032
0.17,0.785,10.366,70.126,10.366,70.126,0,0,0,0,0,0,33,107,9.791,30.917,0,0,0,3.361e4,1.028e4,32.203,0.112,NaN,222.617,NaN,0.036,2.667e6,2686.51,0.825,0.478,0.518,0.348,0.01,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,16.129,204.317,90,0,6.208,5.891,856.055,334.869,0.01,0.034
0.18,0.892,11.071,70.446,11.071,70.446,0,0,0,0,0,0,33,107,9.791,29.578,0,0,0,3.359e4,1.027e4,32.192,0.112,NaN,222.585,NaN,0.038,2.809e6,2696.444,0.939,0.475,0.531,0.345,0.01,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,16.129,204.317,90,0,6.283,5.891,856.043,334.869,0.01,0.035
0.19,1.006,11.778,70.767,11.778,70.767,0,0,0,0,0,0,33,107,9.791,28.363,0,0,0,3.358e4,1.026e4,32.181,0.112,NaN,222.552,NaN,0.04,2.954e6,2706.386,1.059,0.472,0.541,0.342,0.01,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,16.129,204.317,90,0,6.359,5.89,856.031,334.868,0.01,0.036
0.2,1.128,12.489,71.087,12.489,71.087,0,0,0,0,0,0,33,107,9.791,27.256,0,0,0,3.357e4,1.024e4,32.169,0.112,NaN,222.519,NaN,0.042,3.1e6,2716.335,1.185,0.469,0.55,0.339,0.01,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,6.434,5.889,856.018,334.868,0.01,0.037
0.21,1.256,13.203,71.408,13.203,71.408,0,0,0,0,0,0,33,107,9.791,26.663,0,0,0,3.356e4,1.023e4,32.158,0.112,NaN,222.487,NaN,0.044,3.26e6,2726.285,1.324,0.468,0.556,0.339,0.01,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,6.63,5.888,856.004,334.867,0.01,0.039
0.22,1.392,13.92,71.729,13.92,71.729,0,0,0,0,0,0,33,107,9.791,26.12,0,0,0,3.355e4,1.022e4,32.147,0.112,NaN,222.453,NaN,0.046,3.421e6,2736.24,1.471,0.468,0.56,0.338,0.01,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,6.825,5.887,855.99,334.867,0.01,0.041
0.23,1.534,14.64,72.05,14.64,72.05,0,0,0,0,0,0,33,107,9.791,25.621,0,0,0,3.354e4,1.021e4,32.135,0.112,NaN,222.42,NaN,0.048,3.583e6,2746.203,1.626,0.468,0.565,0.338,0.01,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,7.021,5.886,855.975,334.866,0.01,0.042
0.24,1.684,15.364,72.372,15.364,72.372,0,0,0,0,0,0,33,107,9.791,25.161,0,0,0,3.352e4,1.02e4,32.124,0.112,NaN,222.387,NaN,0.051,3.746e6,2756.165,1.788,0.467,0.569,0.338,0.01,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,7.217,5.885,855.959,334.865,0.01,0.043
0.25,1.842,16.091,72.693,16.091,72.693,0,0,0,0,0,0,33,107,9.791,24.734,0,0,0,3.351e4,1.018e4,32.112,0.112,NaN,222.353,NaN,0.053,3.91e6,2766.133,1.96,0.467,0.572,0.337,0.01,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,7.413,5.884,855.942,334.865,0.01,0.044
0.26,2.006,16.821,73.015,16.821,73.015,0,0,0,0,0,0,33,107,9.791,23.848,0,0,0,3.35e4,1.017e4,32.101,0.112,NaN,222.319,NaN,0.055,4.058e6,2776.106,2.137,0.467,0.579,0.337,0.01,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,7.436,5.883,855.925,334.864,0.01,0.045
0.27,2.178,17.554,73.337,17.554,73.337,0,0,0,0,0,0,33,107,9.791,23.02,0,0,0,3.349e4,1.016e4,32.089,0.112,NaN,222.286,NaN,0.057,4.209e6,2786.079,2.321,0.467,0.585,0.337,0.01,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,7.459,5.882,855.906,334.864,0.01,0.046
0.28,2.357,18.291,73.66,18.291,73.66,0,0,0,0,0,0,33,107,9.791,22.247,0,0,0,3.348e4,1.015e4,32.077,0.112,NaN,222.252,NaN,0.059,4.361e6,2796.056,2.512,0.466,0.589,0.336,0.01,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,7.482,5.881,855.887,334.863,0.01,0.048
0.29,2.544,19.03,73.982,19.03,73.982,0,0,0,0,0,0,33,107,9.791,21.522,0,0,0,3.346e4,1.014e4,32.066,0.112,NaN,222.218,NaN,0.061,4.514e6,2806.038,2.71,0.466,0.593,0.336,0.01,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,7.505,5.88,855.867,334.862,0.01,0.049
0.3,2.738,19.773,74.305,19.773,74.305,0,0,0,0,0,0,33,107,9.791,20.842,0,0,0,3.345e4,1.012e4,32.054,0.112,NaN,222.183,NaN,0.063,4.669e6,2816.02,2.915,0.466,0.596,0.336,0.01,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,7.528,5.879,855.847,334.861,0.01,0.05
0.31,2.939,20.519,74.628,20.519,74.628,0,0,0,0,0,0,33,107,9.791,20.056,0,0,0,3.344e4,1.011e4,32.042,0.112,NaN,222.149,NaN,0.065,4.82e6,2826.005,3.123,0.466,0.6,0.336,0.01,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,7.491,5.877,855.825,334.861,0.01,0.052
0.32,3.148,21.269,74.951,21.269,74.951,0,0,0,0,0,0,33,107,9.791,19.316,0,0,0,3.343e4,1.01e4,32.03,0.112,NaN,222.114,NaN,0.067,4.973e6,2835.993,3.337,0.466,0.602,0.336,0.01,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,7.455,5.876,855.803,334.86,0.01,0.053
0.33,3.365,22.021,75.275,22.021,75.275,0,0,0,0,0,0,33,107,9.791,18.617,0,0,0,3.341e4,1.009e4,32.018,0.112,NaN,222.08,NaN,0.069,5.127e6,2845.981,3.557,0.466,0.603,0.335,0.01,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,7.418,5.875,855.78,334.859,0.01,0.055
0.34,3.589,22.777,75.599,22.777,75.599,0,0,0,0,0,0,33,107,9.791,17.957,0,0,0,3.34e4,1.007e4,32.006,0.112,NaN,222.045,NaN,0.072,5.283e6,2855.972,3.782,0.465,0.604,0.335,0.01,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,7.382,5.873,855.756,334.858,0.01,0.055
0.35,3.82,23.536,75.923,23.536,75.923,0,0,0,0,0,0,33,107,9.791,17.333,0,0,0,3.339e4,1.006e4,31.994,0.112,NaN,222.01,NaN,0.074,5.44e6,2865.964,4.012,0.465,0.605,0.335,0.01,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,7.346,5.872,855.732,334.857,0.01,0.056
0.36,4.06,24.299,76.246,24.299,76.246,0,0,0,0,0,0,33,107,9.791,16.829,0,0,0,3.338e4,1.005e4,31.982,0.112,NaN,221.975,NaN,0.076,5.601e6,2875.957,4.252,0.465,0.605,0.335,0.01,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,7.35,5.87,855.706,334.856,0.01,0.057
0.37,4.306,25.064,76.571,25.064,76.571,0,0,0,0,0,0,33,107,9.791,16.351,0,0,0,3.336e4,1.004e4,31.97,0.112,NaN,221.939,NaN,0.078,5.763e6,2885.95,4.496,0.465,0.604,0.334,0.01,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,7.354,5.868,855.68,334.855,0.01,0.06
0.38,4.561,25.833,76.896,25.833,76.896,0,0,0,0,0,0,33,107,9.791,15.897,0,0,0,3.335e4,1.002e4,31.958,0.112,NaN,221.904,NaN,0.08,5.926e6,2895.945,4.744,0.465,0.603,0.334,0.01,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,7.357,5.867,855.653,334.854,0.01,0.061
0.39,4.823,26.605,77.22,26.605,77.22,0,0,0,0,0,0,33,107,9.791,15.466,0,0,0,3.334e4,1.001e4,31.946,0.112,NaN,221.868,NaN,0.082,6.09e6,2905.939,4.997,0.465,0.601,0.334,0.01,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,7.361,5.865,855.625,334.853,0.01,0.062
0.4,5.093,27.38,77.545,27.38,77.545,0,0,0,0,0,0,33,107,9.791,15.056,0,0,0,3.333e4,9999.82,31.933,0.112,NaN,221.832,NaN,0.085,6.255e6,2915.934,5.254,0.465,0.599,0.334,0.01,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,7.365,5.863,855.596,334.852,0.01,0.063
0.41,5.371,28.159,77.871,28.159,77.871,0,0,0,0,0,0,33,107,9.791,14.503,0,0,0,3.331e4,9987.192,31.921,0.112,NaN,221.797,NaN,0.087,6.417e6,2925.928,5.499,0.464,0.596,0.334,0.01,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,7.284,5.861,855.567,334.851,0.01,0.064
0.42,5.656,28.941,78.197,28.941,78.197,0,0,0,0,0,0,33,107,9.791,13.975,0,0,0,3.33e4,9974.563,31.909,0.112,NaN,221.761,NaN,0.089,6.579e6,2935.922,5.746,0.464,0.592,0.334,0.01,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,16.129,204.317,90,0,7.202,5.86,855.536,334.85,0.01,0.065
0.43,5.95,29.726,78.523,29.726,78.523,0,0,0,0,0,0,33,107,9.791,13.471,0,0,0,3.329e4,9961.805,31.896,0.112,NaN,221.724,NaN,0.091,6.743e6,2945.915,5.995,0.464,0.588,0.333,0.01,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,16.129,204.317,90,0,7.121,5.858,855.505,334.849,0.01,0.066
0.44,6.251,30.514,78.85,30.514,78.85,0,0,0,0,0,0,33,107,9.791,12.991,0,0,0,3.328e4,9949.047,31.884,0.112,NaN,221.688,NaN,0.094,6.908e6,2955.907,6.247,0.464,0.584,0.333,0.01,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,16.129,204.317,90,0,7.039,5.856,855.473,334.847,0.01,0.067
0.45,6.56,31.306,79.177,31.306,79.177,0,0,0,0,0,0,33,107,9.791,12.531,0,0,0,3.326e4,9936.289,31.871,0.112,NaN,221.652,NaN,0.096,7.074e6,2965.898,6.503,0.464,0.579,0.333,0.01,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,16.129,204.317,90,0,6.958,5.854,855.44,334.846,0.01,0.068
0.46,6.877,32.101,79.503,32.101,79.503,0,0,0,0,0,0,33,107,9.791,12.233,0,0,0,3.325e4,9923.402,31.859,0.112,NaN,221.615,NaN,0.098,7.246e6,2975.888,6.786,0.464,0.576,0.333,0.01,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,16.129,204.317,90,0,6.96,5.852,855.407,334.845,0.01,0.07
0.47,7.202,32.899,79.829,32.899,79.829,0,0,0,0,0,0,33,107,9.791,11.948,0,0,0,3.324e4,9910.515,31.846,0.112,NaN,221.578,NaN,0.1,7.418e6,2985.874,7.076,0.464,0.573,0.333,0.01,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,16.129,204.317,90,0,6.962,5.85,855.372,334.844,0.01,0.071
0.48,7.535,33.701,80.156,33.701,80.156,0,0,0,0,0,0,33,107,9.791,11.675,0,0,0,3.322e4,9897.627,31.833,0.112,NaN,221.541,NaN,0.103,7.591e6,2995.861,7.371,0.464,0.571,0.333,0.01,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,16.129,204.317,90,0,6.964,5.847,855.337,334.842,0.01,0.072
0.49,7.876,34.505,80.483,34.505,80.483,0,0,0,0,0,0,33,107,9.791,11.413,0,0,0,3.321e4,9884.611,31.821,0.112,NaN,221.504,NaN,0.105,7.764e6,3005.844,7.674,0.464,0.568,0.332,0.01,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,16.129,204.317,90,0,6.966,5.845,855.3,334.841,0.01,0.073
0.5,8.225,35.313,80.809,35.313,80.809,0,0,0,0,0,0,33,107,9.791,11.162,0,0,0,3.32e4,9871.594,31.808,0.112,NaN,221.467,NaN,0.107,7.939e6,3015.823,7.983,0.464,0.565,0.332,0.01,0.122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,16.129,204.317,90,0,6.968,5.843,855.263,334.84,0.01,0.075
0.51,8.582,36.124,81.136,36.124,81.136,0,0,0,0,0,0,33,107,9.791,10.973,0,0,0,3.319e4,9858.578,31.795,0.112,NaN,221.429,NaN,0.11,8.116e6,3025.802,8.311,0.464,0.563,0.332,0.01,0.122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,16.129,204.317,90,0,7.004,5.841,855.225,334.838,0.01,0.076
0.52,8.947,36.939,81.462,36.939,81.462,0,0,0,0,0,0,33,107,9.791,10.792,0,0,0,3.317e4,9845.432,31.782,0.112,NaN,221.392,NaN,0.112,8.294e6,3035.777,8.646,0.464,0.56,0.332,0.01,0.122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,16.129,204.317,90,0,7.041,5.838,855.186,334.837,0.01,0.077
0.53,9.321,37.757,81.789,37.757,81.789,0,0,0,0,0,0,33,107,9.791,10.617,0,0,0,3.316e4,9832.286,31.769,0.112,NaN,221.354,NaN,0.115,8.472e6,3045.746,8.989,0.463,0.558,0.332,0.01,0.122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,16.129,204.317,90,0,7.078,5.836,855.147,334.835,0.01,0.078
0.54,9.703,38.578,82.115,38.578,82.115,0,0,0,0,0,0,33,107,9.791,10.449,0,0,0,3.315e4,9819.14,31.756,0.112,NaN,221.316,NaN,0.117,8.651e6,3055.716,9.34,0.463,0.556,0.332,0.01,0.122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,16.129,204.317,90,0,7.114,5.833,855.106,334.834,0.01,0.079
0.55,10.093,39.402,82.442,39.402,82.442,0,0,0,0,0,0,33,107,9.791,10.287,0,0,0,3.313e4,9805.866,31.743,0.112,NaN,221.278,NaN,0.12,8.831e6,3065.679,9.699,0.463,0.554,0.332,0.01,0.122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,16.129,204.317,90,0,7.151,5.831,855.064,334.832,0.01,0.08
0.565,10.693,40.644,82.857,40.644,82.865,-1.304e-4,0,1.304e-4,-180,0.017,1.181,33,107,9.791,10.057,0,1.687e-4,-4.789e-8,3.311e4,9785.954,31.724,0.112,227.244,221.221,0.373,0.123,9.103e6,3078.125,10.253,0.463,0.552,0.331,0.01,0.122,2.097,0.783,3.708e-4,0,0,0,0,5.926e-6,0.005,16.129,204.317,90,0.006,7.226,5.827,855.001,334.83,0.015,0.081
0.588,11.628,42.522,83.479,42.522,83.488,-8.266e-4,0,8.266e-4,-180,0.045,1.229,33,107,9.791,9.731,0,4.52e-4,1.316e-7,3.308e4,9755.86,31.694,0.112,227.702,221.134,0.407,0.129,9.513e6,3096.785,11.118,0.463,0.548,0.331,0.01,0.122,2.002,0.815,3.874e-4,0,0,0,0,3.894e-5,0.005,16.129,204.317,89.997,-0.005,7.339,5.821,854.901,334.826,0.023,0.082
0.621,13.112,45.368,84.414,45.368,84.423,-0.003,-5.816e-9,0.003,-180,0.087,1.249,33,107,9.791,9.065,0,9.479e-4,-2.053e-7,3.304e4,9710.35,31.649,0.112,228.68,221.003,0.476,0.137,1.013e7,3124.737,12.419,0.463,0.54,0.331,0.01,0.122,1.812,0.863,-3.693e-4,0,0,0,0,1.51e-4,0.006,16.129,204.317,89.989,-0.001,7.334,5.811,854.743,334.82,0.034,0.083
0.671,15.487,49.653,85.806,49.653,85.815,-0.009,-3.171e-8,0.009,-180,0.149,1.264,33,107,9.791,8.227,0,0.002,-1.786e-7,3.297e4,9642.015,31.581,0.112,230.003,220.805,0.57,0.15,1.106e7,3166.264,14.527,0.463,0.529,0.33,0.01,0.123,1.584,0.903,-3.212e-4,0,0,0,0,4.853e-4,0.006,16.129,204.317,89.964,-0.001,7.36,5.796,854.491,334.811,0.05,0.085
0.721,18.079,54.021,87.437,54.022,87.447,-0.018,-9.324e-8,0.018,-180,0.213,1.294,33,107,9.791,7.69,0,0.003,-2.566e-7,3.29e4,9572.656,31.512,0.111,230.917,220.603,0.639,0.163,1.202e7,3215.687,16.938,0.463,0.523,0.329,0.01,0.123,1.444,0.922,-3.064e-4,0,0,0,0,0.001,0.007,16.129,204.317,89.921,-1.309e-4,7.584,5.779,854.215,334.801,0.05,0.086
0.771,20.891,58.471,89.065,58.472,89.075,-0.03,-1.959e-7,0.03,-180,0.278,1.292,33,107,9.791,7.235,0,0.004,-3.66e-7,3.283e4,9502.167,31.441,0.111,231.732,220.397,0.703,0.176,1.299e7,3264.895,19.601,0.463,0.517,0.329,0.01,0.124,1.33,0.933,1.904e-4,0,0,0,0,0.002,0.007,16.129,204.317,89.856,5.238e-4,7.85,5.761,853.916,334.79,0.05,0.087
0.821,23.928,63.003,90.692,63.004,90.7,-0.046,-3.491e-7,0.046,-180,0.341,1.19,33,107,9.791,6.665,0,0.006,-4.078e-7,3.276e4,9430.647,31.369,0.111,232.808,220.187,0.783,0.19,1.398e7,3313.853,22.417,0.464,0.511,0.328,0.011,0.125,1.191,0.93,4.598e-4,0,0,0,0,0.003,0.008,16.129,204.317,89.765,0.001,7.967,5.741,853.593,334.778,0.05,0.088
0.871,27.193,67.615,92.32,67.616,92.324,-0.064,-5.396e-7,0.064,-180,0.394,0.888,33,107,9.791,5.76,0,0.008,4.034e-7,3.269e4,9358.119,31.296,0.111,234.646,219.973,0.91,0.203,1.498e7,3362.519,25.231,0.464,0.501,0.328,0.011,0.125,0.984,0.89,2.866e-4,0,0,0,0,0.004,0.008,16.129,204.317,89.644,0.002,7.639,5.72,853.245,334.765,0.05,0.089
0.921,30.691,72.308,93.936,72.31,93.938,-0.085,-7.293e-7,0.085,-180,0.429,0.578,33,107,9.791,5.132,0,0.01,-5.978e-7,3.261e4,9284.48,31.222,0.111,236.04,219.755,1.01,0.217,1.6e7,3410.857,28.436,0.464,0.495,0.327,0.011,0.126,0.848,0.849,-1.407e-4,0,0,0,0,0.006,0.009,16.129,204.317,89.49,0.003,7.572,5.697,852.873,334.751,0.05,0.09
0.971,34.426,77.082,95.538,77.083,95.538,-0.107,-8.779e-7,0.107,-180,0.451,0.274,33,107,9.791,4.779,0,0.012,-1.578e-6,3.254e4,9209.832,31.146,0.111,236.876,219.533,1.075,0.231,1.704e7,3458.83,32.086,0.465,0.492,0.327,0.011,0.127,0.774,0.824,1.605e-5,0,0,0,0,0.008,0.009,16.129,204.317,89.299,0.003,7.846,5.673,852.476,334.737,0.05,0.091
1.021,38.402,81.935,97.131,81.937,97.131,-0.13,-9.406e-7,0.13,-180,0.453,0.212,33,107,9.791,4.248,0,0.014,3.613e-7,3.246e4,9134.199,31.069,0.111,238.194,219.307,1.171,0.246,1.81e7,3506.394,35.874,0.465,0.487,0.326,0.011,0.128,0.668,0.772,2.204e-4,0,0,0,0,0.01,0.01,16.129,204.317,89.069,0.002,7.879,5.647,852.053,334.721,0.05,0.092
