# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
2.12,161.873,167.073,93.962,167.097,94.048,1.003,5.123e-5,1.003,0.003,2.825,4.021,28.61,-80.6,9.792,0.276,0,0.003,-6.648e-6,3.203e4,7793.857,31.219,0.109,250.793,218.781,1.985,0.492,4.072e7,3493.012,167.454,0.486,0.486,0.317,0.018,0.151,0.034,0.067,-4.581e-4,0,0,0,0,1.49e-4,0.021,16.129,204.317,87.971,-0.005,2.289,13.948,994.265,339.751,0.05,0.03
2.17,170.344,171.783,94.192,171.809,94.269,1.149,5.247e-5,1.149,0.003,3.022,3.813,28.61,-80.6,9.792,0.199,0,0.004,-2.134e-6,3.194e4,7702.801,31.108,0.109,251.169,218.474,2.027,0.506,4.184e7,3500.729,177.528,0.488,0.488,0.316,0.018,0.153,0.024,0.049,-1.661e-4,0,0,0,0,2.209e-4,0.022,16.129,204.317,88.041,-0.005,2.259,13.893,993.271,339.718,0.05,0.03
2.22,179.051,176.502,94.378,176.531,94.446,1.305,5.297e-5,1.305,0.002,3.206,3.566,28.61,-80.6,9.792,0.119,0,0.005,-8.689e-6,3.185e4,7611.578,30.997,0.109,251.564,218.164,2.071,0.52,4.296e7,3507.351,187.971,0.49,0.49,0.316,0.019,0.155,0.014,0.03,3.168e-4,0,0,0,0,2.69e-4,0.023,16.129,204.317,88.124,-0.004,2.211,13.836,992.25,339.684,0.05,0.031
2.27,187.995,181.229,94.521,181.26,94.578,1.47,5.274e-5,1.47,0.002,3.378,3.29,28.61,-80.6,9.792,0.04,0,0.005,-5.813e-6,3.175e4,7520.201,30.884,0.108,251.964,217.851,2.115,0.534,4.408e7,3512.886,198.788,0.492,0.492,0.315,0.02,0.157,0.005,0.01,-3.18e-4,0,0,0,0,2.961e-4,0.023,16.129,204.317,88.215,-0.004,2.145,13.778,991.201,339.648,0.05,0.031
2.32,197.174,185.961,94.619,185.994,94.665,1.643,5.209e-5,1.643,0.002,3.534,2.973,28.61,-80.6,9.792,0.053,0,-0.005,-9.992e-6,3.166e4,7428.713,30.771,0.108,251.982,217.537,2.136,0.548,4.52e7,3517.329,209.99,0.494,0.494,0.315,0.02,0.159,0.006,0.014,-2.404e-4,0,0,0,0,-2.745e-4,0.024,16.129,204.317,88.309,-0.002,2.129,13.718,990.125,339.612,0.05,0.032
2.37,206.591,190.696,94.669,190.731,94.707,1.823,5.15e-5,1.823,0.002,3.676,2.679,28.61,-80.6,9.792,0.126,0,-0.005,-5.399e-8,3.157e4,7337.141,30.657,0.108,251.737,217.22,2.14,0.562,4.631e7,3520.663,221.572,0.496,0.496,0.314,0.021,0.161,0.015,0.033,-2.23e-4,0,0,0,0,-2.189e-4,0.024,16.129,204.317,88.399,-0.002,2.075,13.657,989.02,339.575,0.05,0.032
2.42,216.244,195.431,94.671,195.468,94.701,2.01,5.117e-5,2.01,0.001,3.803,2.409,28.61,-80.6,9.792,0.187,0,-0.004,1.027e-6,3.148e4,7245.507,30.543,0.108,251.549,216.901,2.148,0.576,4.743e7,3522.898,233.538,0.498,0.498,0.313,0.022,0.163,0.023,0.05,4.857e-4,0,0,0,0,-1.451e-4,0.025,16.129,204.317,88.478,-0.001,2.032,13.594,987.888,339.537,0.05,0.032
2.47,226.134,200.164,94.624,200.203,94.649,2.203,5.132e-5,2.203,0.001,3.917,2.197,28.61,-80.6,9.792,0.229,0,-0.003,6.195e-6,3.139e4,7153.845,30.427,0.108,251.451,216.581,2.162,0.59,4.854e7,3524.032,245.882,0.5,0.501,0.313,0.023,0.165,0.028,0.061,-1.817e-4,0,0,0,0,-6.912e-5,0.026,16.129,204.317,88.539,-9.199e-4,1.992,13.53,986.728,339.498,0.05,0.033
2.52,236.26,204.893,94.527,204.933,94.549,2.401,5.177e-5,2.401,0.001,4.023,2.039,28.61,-80.6,9.791,0.259,5.873e-9,-0.001,-4.897e-6,3.13e4,7062.181,30.311,0.108,251.408,216.258,2.179,0.604,4.964e7,3524.052,258.61,0.503,0.503,0.312,0.023,0.167,0.032,0.07,-1.585e-5,0,0,0,0,-1.839e-5,0.026,16.129,204.317,88.577,-0.005,1.992,13.464,985.541,339.458,0.05,0.033
2.57,246.623,209.615,94.381,209.656,94.401,2.605,5.173e-5,2.605,0.001,4.122,1.924,28.61,-80.6,9.791,0.288,0,2.342e-4,6.691e-6,3.121e4,6970.548,30.195,0.108,251.369,215.934,2.197,0.618,5.075e7,3522.97,271.731,0.505,0.505,0.311,0.024,0.17,0.036,0.079,1.653e-4,0,0,0,0,4.425e-7,0.027,16.129,204.317,88.589,-0.008,2.102,13.397,984.325,339.417,0.05,0.033
2.62,257.222,214.328,94.183,214.369,94.204,2.814,5.044e-5,2.814,0.001,4.218,2.003,28.61,-80.6,9.791,0.255,0,0.002,-2.401e-6,3.111e4,6878.971,30.078,0.108,251.6,215.608,2.232,0.632,5.184e7,3520.787,285.196,0.508,0.508,0.311,0.025,0.172,0.032,0.07,2.221e-4,0,0,0,0,3.256e-5,0.027,16.129,204.317,88.568,-0.009,2.095,13.328,983.082,339.376,0.05,0.034
2.67,268.056,219.028,93.931,219.071,93.959,3.027,4.762e-5,3.027,9.014e-4,4.325,2.302,28.61,-80.6,9.791,0.152,0,0.003,1.676e-6,3.102e4,6787.475,29.96,0.108,252.13,215.28,2.285,0.646,5.293e7,3517.491,299.009,0.51,0.51,0.31,0.026,0.174,0.019,0.043,6.898e-5,0,0,0,0,8.84e-5,0.028,16.129,204.317,88.517,-0.009,1.925,13.258,981.812,339.333,0.05,0.034
2.72,279.124,223.713,93.627,223.758,93.664,3.246,4.335e-5,3.246,7.651e-4,4.45,2.635,28.61,-80.6,9.791,0.056,0,0.004,2.064e-5,3.093e4,6696.101,29.842,0.108,252.645,214.951,2.337,0.66,5.402e7,3513.099,313.228,0.513,0.513,0.309,0.027,0.177,0.007,0.016,-3.703e-4,0,0,0,0,1.177e-4,0.029,16.129,204.317,88.448,-0.008,1.826,13.186,980.513,339.289,0.05,0.034
2.77,290.427,228.382,93.273,228.428,93.319,3.472,3.77e-5,3.472,6.221e-4,4.588,2.904,28.61,-80.6,9.791,0.001,1.148e-8,-0.004,4.245e-4,3.084e4,6604.867,29.723,0.108,252.755,214.621,2.364,0.673,5.51e7,3507.613,327.863,0.516,0.516,0.309,0.028,0.179,1.53e-4,8.79e-4,-4.664e-4,0,0,0,0,-1.28e-4,0.029,16.129,204.317,88.371,-0.007,1.901,13.112,979.188,339.245,0.05,0.035
2.82,301.962,233.03,92.866,233.078,92.922,3.705,3.119e-5,3.705,4.822e-4,4.741,3.238,28.61,-80.6,9.791,0.08,-1.029e-8,-0.004,2.385e-5,3.075e4,6513.795,29.604,0.108,252.729,214.289,2.383,0.687,5.617e7,3501.026,342.883,0.519,0.519,0.308,0.029,0.181,0.01,0.024,-3.766e-5,0,0,0,0,-1.071e-4,0.03,16.129,204.317,88.294,-0.002,1.867,13.037,977.835,339.199,0.05,0.035
2.87,313.729,237.655,92.408,237.706,92.475,3.947,2.495e-5,3.947,3.622e-4,4.911,3.53,28.61,-80.6,9.791,0.147,9.965e-9,-0.003,-6.282e-7,3.066e4,6422.939,29.484,0.107,252.555,213.955,2.393,0.701,5.723e7,3493.355,358.296,0.522,0.522,0.307,0.031,0.184,0.018,0.044,3.065e-4,0,0,0,0,-5.646e-5,0.03,16.129,204.317,88.23,0.005,1.817,12.961,976.455,339.153,0.05,0.035
2.92,325.727,242.256,91.904,242.31,91.976,4.197,2.155e-5,4.197,2.942e-4,5.092,3.651,28.61,-80.6,9.791,0.162,-5.413e-9,-0.002,1.79e-5,3.057e4,6332.303,29.364,0.107,252.595,213.621,2.416,0.715,5.828e7,3484.607,374.095,0.525,0.525,0.307,0.032,0.186,0.02,0.049,-4.565e-4,0,0,0,0,-1.455e-5,0.031,16.129,204.317,88.189,0.011,1.879,12.883,975.048,339.106,0.05,0.036
2.97,337.954,246.83,91.352,246.886,91.425,4.456,2.267e-5,4.456,2.915e-4,5.274,3.64,28.61,-80.6,9.791,0.149,0,-8.718e-5,-3.117e-6,3.048e4,6241.911,29.244,0.107,252.761,213.286,2.447,0.728,5.932e7,3474.776,390.272,0.528,0.528,0.306,0.033,0.189,0.018,0.045,4.968e-4,0,0,0,0,-4.422e-8,0.032,16.129,204.317,88.175,0.012,1.949,12.803,973.614,339.058,0.05,0.036
3.02,350.409,251.373,90.75,251.432,90.821,4.724,2.899e-5,4.724,3.516e-4,5.454,3.592,28.61,-80.6,9.791,0.142,0,0.001,7.032e-7,3.039e4,6151.824,29.123,0.107,252.904,212.95,2.477,0.742,6.036e7,3463.883,406.824,0.531,0.532,0.305,0.035,0.192,0.018,0.043,3.851e-4,0,0,0,0,9.899e-6,0.032,16.129,204.317,88.186,0.009,1.884,12.722,972.153,339.009,0.05,0.036
3.07,363.091,255.885,90.098,255.947,90.166,5.001,3.896e-5,5.001,4.464e-4,5.631,3.498,28.61,-80.6,9.791,0.134,0,0.003,-2.703e-5,3.03e4,6062.038,29.002,0.107,253.044,212.612,2.507,0.755,6.138e7,3451.936,423.754,0.535,0.535,0.305,0.036,0.194,0.017,0.042,3.238e-4,0,0,0,0,4.324e-5,0.033,16.129,204.317,88.224,-0.001,1.7,12.64,970.666,338.959,0.05,0.037
3.12,375.997,260.361,89.398,260.426,89.457,5.287,4.892e-5,5.287,5.301e-4,5.801,3.248,28.61,-80.6,9.791,0.095,8.749e-9,0.004,-2.547e-5,3.021e4,5972.575,28.881,0.107,253.321,212.275,2.545,0.769,6.239e7,3438.934,441.07,0.539,0.539,0.304,0.038,0.197,0.012,0.029,-3.127e-4,0,0,0,0,9.268e-5,0.033,16.129,204.317,88.288,-0.015,1.549,12.556,969.152,338.908,0.05,0.037
3.17,389.12,264.552,83.663,264.619,83.704,5.581,5.41e-5,5.581,5.554e-4,5.945,2.63,28.61,-80.6,9.791,0.002,2.036e-8,0.004,-0.003,3.012e4,5889.346,28.768,0.107,252.825,211.958,2.534,0.781,6.332e7,3274.115,457.765,0.542,0.542,0.303,0.039,0.199,1.874e-4,7.822e-4,4.93e-4,0,0,0,0,8.423e-5,0.034,16.129,204.317,88.371,-0.025,1.577,12.471,967.613,338.856,0.05,0.038
3.22,402.413,267.17,52.261,267.238,52.276,5.88,5.162e-5,5.88,5.029e-4,6.019,1.282,28.61,-80.6,9.791,0.102,1.868e-8,-0.004,-5.254e-5,3.006e4,5826.711,28.682,0.107,253.502,211.719,2.591,0.789,6.388e7,2334.022,468.269,0.544,0.544,0.303,0.041,0.201,0.013,0.032,2.173e-4,0,0,0,0,-8.296e-5,0.034,16.129,204.317,88.453,-0.032,1.682,12.384,966.054,338.804,0.05,0.038
3.27,415.835,269.705,50.59,269.774,50.598,6.182,4.064e-5,6.182,3.766e-4,6.073,0.92,28.61,-80.6,9.791,0.169,5.189e-9,-0.002,-2.907e-5,3e4,5767.13,28.6,0.107,253.269,211.491,2.59,0.797,6.442e7,2290.289,478.611,0.547,0.547,0.302,0.042,0.202,0.021,0.054,-2.974e-4,0,0,0,0,-2.889e-5,0.035,16.129,204.317,88.513,-0.029,1.733,12.297,964.48,338.751,0.05,0.039
3.32,429.383,272.216,50.098,272.284,50.103,6.487,2.233e-5,6.487,1.972e-4,6.113,0.743,28.61,-80.6,9.791,0.204,0,7.111e-5,-3.206e-5,2.994e4,5707.775,28.518,0.107,253.183,211.263,2.599,0.804,6.495e7,2282.265,489.034,0.549,0.549,0.302,0.043,0.204,0.025,0.066,6.714e-5,0,0,0,0,2.419e-8,0.035,16.129,204.317,88.534,-0.018,1.827,12.209,962.891,338.698,0.05,0.039
3.37,443.056,274.701,49.578,274.77,49.585,6.794,2.979e-7,6.794,2.513e-6,6.15,0.853,28.61,-80.6,9.791,0.174,-8.889e-9,0.003,-4.385e-5,2.988e4,5648.635,28.437,0.107,253.376,211.034,2.625,0.812,6.547e7,2273.718,499.49,0.551,0.551,0.302,0.044,0.206,0.022,0.057,-2.23e-4,0,0,0,0,3.38e-5,0.035,16.129,204.317,88.509,-0.002,1.839,12.12,961.287,338.644,0.05,0.04
3.42,456.853,277.158,49.03,277.228,49.044,7.102,-2.092e-5,7.102,-1.688e-4,6.201,1.181,28.61,-80.6,9.791,0.1,1.219e-8,0.004,-3.319e-5,2.982e4,5589.72,28.355,0.107,253.757,210.806,2.663,0.819,6.598e7,2264.649,510.002,0.554,0.554,0.301,0.046,0.207,0.012,0.033,2.898e-4,0,0,0,0,9.197e-5,0.035,16.129,204.317,88.442,0.01,1.814,12.03,959.669,338.589,0.05,0.04
3.47,470.771,279.587,48.457,279.658,48.482,7.414,-3.7e-5,7.414,-2.859e-4,6.27,1.548,28.61,-80.6,9.791,0.024,-2.412e-8,0.005,-1.195e-4,2.977e4,5531.074,28.273,0.107,254.131,210.577,2.7,0.826,6.648e7,2255.069,520.62,0.556,0.556,0.301,0.047,0.209,0.003,0.008,-6.87e-5,0,0,0,0,1.284e-4,0.036,16.129,204.317,88.351,0.016,1.884,11.94,958.036,338.535,0.05,0.04
3.52,484.811,281.987,47.861,282.059,47.899,7.73,-4.599e-5,7.73,-3.409e-4,6.356,1.906,28.61,-80.6,9.791,0.047,1.058e-8,-0.005,-6.801e-5,2.971e4,5472.681,28.191,0.107,254.162,210.349,2.716,0.833,6.698e7,2244.982,531.333,0.559,0.559,0.3,0.048,0.21,0.006,0.016,-8.518e-5,0,0,0,0,-1.171e-4,0.036,16.129,204.317,88.255,0.018,1.991,11.849,956.39,338.479,0.05,0.041
3.57,498.969,284.356,47.242,284.429,47.294,8.05,-4.701e-5,8.05,-3.346e-4,6.46,2.236,28.61,-80.6,9.791,0.112,-1.201e-8,-0.004,-1.481e-5,2.965e4,5414.552,28.11,0.107,253.925,210.121,2.716,0.841,6.746e7,2234.391,542.127,0.562,0.562,0.3,0.05,0.212,0.014,0.038,-3.37e-4,0,0,0,0,-6.982e-5,0.036,16.129,204.317,88.172,0.013,2.049,11.757,954.729,338.423,0.05,0.041
3.62,513.246,286.692,46.602,286.768,46.667,8.376,-4.204e-5,8.376,-2.876e-4,6.578,2.452,28.61,-80.6,9.791,0.154,9.37e-9,-0.002,-3.088e-5,2.959e4,5356.733,28.028,0.107,253.808,209.893,2.723,0.848,6.794e7,2223.305,553.029,0.564,0.564,0.3,0.051,0.213,0.019,0.053,-1.573e-4,0,0,0,0,-1.488e-5,0.037,16.129,204.317,88.119,0.005,2.055,11.664,953.129,338.367,0.05,0.042
3.67,527.637,288.946,44.934,289.023,44.998,8.708,-3.373e-5,8.708,-2.219e-4,6.699,2.382,28.61,-80.6,9.791,0.146,6.106e-9,5.372e-4,-1.88e-5,2.954e4,5301.523,27.95,0.107,253.908,209.675,2.742,0.854,6.84e7,2181.594,563.731,0.567,0.567,0.299,0.053,0.215,0.018,0.05,-2.266e-4,0,0,0,0,1.225e-6,0.037,16.129,204.317,88.108,-0.001,2.108,11.57,951.521,338.311,0.05,0.043
3.72,542.108,289.932,19.672,290.011,19.713,9.045,-2.511e-5,9.045,-1.591e-4,6.771,1.27,28.61,-80.6,9.791,0.083,0,0.002,-3.205e-5,2.95e4,5262.574,27.895,0.106,254.205,209.52,2.77,0.858,6.856e7,1437.952,568.085,0.568,0.568,0.299,0.054,0.216,0.01,0.028,1.18e-4,0,0,0,0,2.468e-5,0.037,16.129,204.317,88.137,-0.01,2.244,11.476,949.904,338.254,0.05,0.043
3.77,556.624,290.708,15.487,290.788,15.505,9.384,-1.919e-5,9.384,-1.172e-4,6.817,0.756,28.61,-80.6,9.791,0.002,0,-0.003,-7.454e-4,2.946e4,5228.336,27.846,0.106,255.158,209.384,2.838,0.86,6.867e7,1316.529,571.4,0.569,0.569,0.299,0.055,0.216,2.093e-4,6.742e-4,1.802e-5,0,0,0,0,-3.463e-5,0.037,16.129,204.317,88.188,-0.015,2.399,11.382,948.282,338.196,0.05,0.044
3.82,571.179,291.471,15.22,291.551,15.228,9.726,-1.761e-5,9.726,-1.037e-4,6.847,0.499,28.61,-80.6,9.79,0.055,0,-0.002,-1.978e-5,2.943e4,5194.24,27.797,0.106,254.399,209.248,2.799,0.862,6.877e7,1310.855,574.66,0.571,0.571,0.299,0.055,0.217,0.007,0.019,8.151e-5,0,0,0,0,-2.432e-5,0.037,16.129,204.317,88.239,-0.014,2.406,11.287,946.656,338.139,0.05,0.044
3.87,585.771,292.22,14.944,292.301,14.948,10.069,-1.963e-5,10.069,-1.117e-4,6.868,0.335,28.61,-80.6,9.79,0.087,0,-0.001,6.701e-6,2.939e4,5160.29,27.749,0.106,254.273,209.113,2.8,0.865,6.887e7,1304.969,577.868,0.572,0.572,0.299,0.056,0.217,0.011,0.031,-1.146e-4,0,0,0,0,-7.836e-6,0.037,16.129,204.317,88.273,-0.01,2.39,11.192,945.026,338.082,0.05,0.044
3.92,600.401,292.955,14.66,293.036,14.662,10.413,-2.384e-5,10.413,-1.312e-4,6.881,0.265,28.61,-80.6,9.79,0.1,0,3.092e-4,-9.906e-6,2.936e4,5126.512,27.7,0.106,254.237,208.977,2.806,0.867,6.897e7,1298.874,581.025,0.573,0.573,0.298,0.056,0.218,0.012,0.035,-9.877e-5,0,0,0,0,3.948e-7,0.038,16.129,204.317,88.283,-0.006,2.421,11.097,943.391,338.024,0.05,0.045
3.97,615.066,293.675,14.366,293.756,14.369,10.757,-2.88e-5,10.757,-1.534e-4,6.896,0.328,28.61,-80.6,9.79,0.085,0,0.002,-1.492e-5,2.933e4,5092.891,27.652,0.106,254.323,208.842,2.82,0.869,6.906e7,1292.573,584.115,0.574,0.574,0.298,0.057,0.218,0.011,0.029,5.213e-6,0,0,0,0,1.231e-5,0.038,16.129,204.317,88.263,3.539e-5,2.444,11.002,941.753,337.966,0.05,0.045
4.02,629.768,294.38,14.064,294.462,14.071,11.102,-3.237e-5,11.102,-1.671e-4,6.915,0.452,28.61,-80.6,9.79,0.058,7.824e-9,0.003,-5.506e-6,2.929e4,5059.433,27.604,0.106,254.456,208.708,2.836,0.872,6.914e7,1286.067,587.158,0.575,0.575,0.298,0.058,0.219,0.007,0.021,-1.761e-5,0,0,0,0,3.742e-5,0.038,16.129,204.317,88.218,0.005,2.541,10.907,940.11,337.908,0.05,0.045
4.07,644.504,295.07,13.752,295.152,13.77,11.449,-3.274e-5,11.449,-1.638e-4,6.943,0.713,28.61,-80.6,9.79,0.002,1.512e-8,0.004,-8.946e-4,2.926e4,5026.163,27.556,0.106,254.197,208.573,2.829,0.874,6.923e7,1279.36,590.127,0.576,0.576,0.298,0.058,0.219,1.946e-4,2.881e-4,-3.148e-4,0,0,0,0,5.096e-5,0.038,16.129,204.317,88.157,0.01,2.556,10.811,938.464,337.85,0.05,0.046
4.12,659.274,295.744,13.431,295.826,13.474,11.797,-2.834e-5,11.797,-1.376e-4,6.987,1.068,28.61,-80.6,9.79,0.076,-1.082e-8,-0.003,4.696e-7,2.923e4,4993.065,27.508,0.106,254.432,208.44,2.852,0.876,6.93e7,1272.455,593.027,0.577,0.577,0.298,0.059,0.22,0.01,0.028,-2.437e-4,0,0,0,0,-3.724e-5,0.038,16.129,204.317,88.095,0.009,2.445,10.715,936.813,337.792,0.05,0.046
4.17,674.078,296.401,13.108,296.485,13.174,12.148,-1.961e-5,12.148,-9.248e-5,7.049,1.323,28.61,-80.6,9.79,0.133,0,-0.001,-1.312e-6,2.919e4,4960.145,27.46,0.106,254.203,208.306,2.846,0.878,6.938e7,1265.352,595.867,0.578,0.578,0.298,0.06,0.22,0.017,0.047,7.673e-5,0,0,0,0,-4.752e-6,0.038,16.129,204.317,88.057,0.005,2.308,10.618,935.159,337.734,0.05,0.047
4.22,688.914,297.042,12.789,297.127,12.854,12.502,-8.091e-6,12.502,-3.708e-5,7.116,1.291,28.61,-80.6,9.79,0.127,0,0.001,-2.562e-5,2.916e4,4927.43,27.413,0.106,254.243,208.174,2.856,0.88,6.945e7,1258.057,598.634,0.579,0.579,0.298,0.06,0.221,0.016,0.045,3.48e-4,0,0,0,0,6.645e-6,0.038,16.129,204.317,88.059,-0.002,2.285,10.522,933.502,337.675,0.05,0.047
4.27,703.78,297.595,11.021,297.681,11.068,12.859,3.249e-6,12.859,1.448e-5,7.172,1.018,28.61,-80.6,9.79,0.082,1.128e-8,0.003,-2.897e-5,2.913e4,4898.184,27.37,0.106,254.445,208.055,2.876,0.882,6.949e7,1207.899,600.912,0.58,0.58,0.298,0.061,0.221,0.01,0.03,4.7e-4,0,0,0,0,3.575e-5,0.038,16.129,204.317,88.099,-0.014,2.279,10.425,931.841,337.617,0.05,0.047
4.29,709.685,297.273,-16.173,297.359,16.173,13.002,6.711e-6,13.002,2.957e-5,7.174,0.026,28.61,-80.6,9.79,0.062,0,0.004,-6.285e-5,2.913e4,4891.737,27.361,0.106,254.518,208.028,2.882,0.881,6.939e7,413.08,598.802,0.579,0.579,0.298,0.061,0.221,0.008,0.022,-3.768e-4,0,0,0,0,5.143e-5,0.038,16.129,204.317,88.123,-0.019,2.246,10.387,931.181,337.593,0.02,0.048
4.32,718.525,296.372,-30.156,296.458,30.162,13.215,1.019e-5,13.215,4.418e-5,7.159,0.563,28.61,-80.6,9.79,0.029,0,0.004,-1.246e-4,2.913e4,4891.737,27.361,0.106,254.598,208.028,2.887,0.878,6.913e7,0,593.355,0.578,0.578,0.298,0.06,0.22,0.004,0.01,2.171e-4,0,0,0,0,6.602e-5,0.038,16.129,204.317,88.165,-0.025,2.189,10.33,930.194,337.559,0.03,0.048
4.364,731.735,295.031,-29.876,295.117,29.885,13.534,1.076e-5,13.534,4.555e-5,7.129,0.757,28.61,-80.6,9.79,0.023,0,-0.004,-1.569e-4,2.913e4,4891.737,27.361,0.106,254.733,208.028,2.896,0.875,6.874e7,0,585.364,0.576,0.576,0.298,0.059,0.219,0.003,0.008,1.133e-4,0,0,0,0,-6.717e-5,0.038,16.129,204.317,88.231,-0.027,2.104,10.244,928.718,337.507,0.045,0.049
4.414,746.449,293.545,-29.571,293.63,29.587,13.89,5.005e-6,13.89,2.065e-5,7.086,0.967,28.61,-80.6,9.79,0.079,0,-0.003,-4.967e-5,2.913e4,4891.737,27.361,0.106,254.369,208.028,2.873,0.87,6.832e7,0,576.671,0.574,0.574,0.298,0.057,0.218,0.01,0.029,-2.152e-4,0,0,0,0,-4.205e-5,0.038,16.129,204.317,88.298,-0.017,2.052,10.148,927.074,337.449,0.05,0.049
4.464,761.09,292.074,-29.276,292.158,29.298,14.243,-4.211e-6,14.243,-1.694e-5,7.032,1.14,28.61,-80.6,9.79,0.126,0,-0.001,-1.775e-5,2.913e4,4891.737,27.361,0.106,254.108,208.028,2.857,0.866,6.79e7,0,568.229,0.572,0.572,0.298,0.056,0.218,0.016,0.045,3.205e-4,0,0,0,0,-8.582e-6,0.037,16.129,204.317,88.341,-0.002,2.081,10.053,925.438,337.391,0.05,0.05
4.514,775.657,290.617,-28.993,290.701,29.016,14.593,-1.231e-5,14.593,-4.835e-5,6.974,1.145,28.61,-80.6,9.79,0.131,0,8.269e-4,-4.545e-5,2.913e4,4891.737,27.361,0.106,254.041,208.028,2.853,0.862,6.748e7,0,559.988,0.57,0.57,0.299,0.055,0.217,0.016,0.047,4.361e-4,0,0,0,0,2.869e-6,0.037,16.129,204.317,88.346,0.014,2.093,9.958,923.81,337.334,0.05,0.05
4.564,790.152,289.174,-28.721,289.257,28.737,14.94,-1.524e-5,14.94,-5.843e-5,6.922,0.961,28.61,-80.6,9.79,0.089,0,0.002,-3.303e-5,2.913e4,4891.737,27.361,0.106,254.173,208.028,2.861,0.858,6.706e7,0,551.924,0.569,0.569,0.299,0.054,0.216,0.011,0.031,-9.921e-5,0,0,0,0,2.588e-5,0.037,16.129,204.317,88.314,0.028,2.034,9.864,922.191,337.276,0.05,0.05
4.614,804.575,287.745,-28.456,287.827,28.468,15.285,-9.453e-6,15.285,-3.543e-5,6.876,0.81,28.61,-80.6,9.79,0.05,1.905e-8,0.004,-5.756e-5,2.913e4,4891.737,27.361,0.106,254.273,208.028,2.867,0.854,6.666e7,0,544.089,0.567,0.567,0.299,0.053,0.215,0.006,0.018,4.031e-5,0,0,0,0,6.017e-5,0.037,16.129,204.317,88.256,0.031,2.138,9.77,920.58,337.22,0.05,0.051
4.664,818.926,286.328,-28.202,286.41,28.207,15.628,5.978e-6,15.628,2.192e-5,6.843,0.52,28.61,-80.6,9.79,0.025,0,-0.004,-1.285e-4,2.913e4,4891.737,27.361,0.106,254.462,208.028,2.879,0.85,6.625e7,0,536.426,0.565,0.565,0.299,0.052,0.214,0.003,0.009,2.263e-4,0,0,0,0,-6.713e-5,0.037,16.129,204.317,88.184,0.027,2.1,9.677,918.976,337.163,0.05,0.052
4.714,833.208,284.924,-27.954,285.006,27.955,15.97,2.961e-5,15.97,1.062e-4,6.825,0.262,28.61,-80.6,9.79,0.092,0,-0.003,-2.065e-5,2.913e4,4891.737,27.361,0.106,254.069,208.028,2.855,0.846,6.585e7,0,528.956,0.564,0.564,0.3,0.051,0.213,0.011,0.033,-4.876e-4,0,0,0,0,-3.78e-5,0.036,16.129,204.317,88.121,0.021,2.055,9.584,917.381,337.107,0.05,0.052
4.764,847.419,283.533,-27.707,283.615,27.707,16.311,5.992e-5,16.311,2.105e-4,6.815,0.164,28.61,-80.6,9.79,0.119,0,-0.001,-1.179e-5,2.913e4,4891.737,27.361,0.106,253.909,208.028,2.845,0.842,6.546e7,0,521.663,0.562,0.562,0.3,0.05,0.212,0.015,0.042,-1.733e-4,0,0,0,0,-7.148e-6,0.036,16.129,204.317,88.082,0.019,2.083,9.492,915.793,337.051,0.05,0.053
4.814,861.561,282.154,-27.461,282.236,27.461,16.651,9.591e-5,16.651,3.3e-4,6.807,0.182,28.61,-80.6,9.79,0.114,0,4.976e-4,4.467e-6,2.913e4,4891.737,27.361,0.106,253.889,208.028,2.843,0.838,6.506e7,0,514.52,0.561,0.561,0.3,0.049,0.211,0.014,0.04,3.812e-4,0,0,0,0,1.102e-6,0.036,16.129,204.317,88.076,0.017,2.106,9.4,914.213,336.995,0.05,0.053
4.864,875.635,280.787,-27.216,280.869,27.218,16.991,1.364e-4,16.991,4.601e-4,6.796,0.291,28.61,-80.6,9.79,0.084,1.066e-8,0.002,-3.213e-6,2.913e4,4891.737,27.361,0.106,253.981,208.028,2.849,0.834,6.467e7,0,507.522,0.559,0.559,0.3,0.048,0.21,0.01,0.029,2.088e-4,0,0,0,0,2.053e-5,0.036,16.129,204.317,88.101,0.012,2.103,9.308,912.64,336.94,0.05,0.054
